Day,widget_id,Hour Of Day,Visits,Conversions
14.4.2024,278628,17:00 - 17:59,1,0
26.3.2024,278627,18:00 - 18:59,9,0
26.3.2024,278627,16:00 - 16:59,8,0
26.3.2024,278627,17:00 - 17:59,7,0
24.3.2024,278627,13:00 - 13:59,5,0
7.4.2024,278627,18:00 - 18:59,5,0
24.3.2024,278627,12:00 - 12:59,4,0
24.3.2024,278627,14:00 - 14:59,4,0
7.4.2024,278627,11:00 - 11:59,4,0
23.3.2024,278627,14:00 - 14:59,3,0
27.3.2024,278627,17:00 - 17:59,3,0
24.3.2024,278627,15:00 - 15:59,2,0
25.3.2024,278627,20:00 - 20:59,2,0
26.3.2024,278627,20:00 - 20:59,2,0
27.3.2024,278627,16:00 - 16:59,2,0
7.4.2024,278627,13:00 - 13:59,2,0
7.4.2024,278627,16:00 - 16:59,2,0
7.4.2024,278627,17:00 - 17:59,2,0
12.4.2024,278627,12:00 - 12:59,2,0
23.3.2024,278627,13:00 - 13:59,1,0
23.3.2024,278627,18:00 - 18:59,1,0
24.3.2024,278627,09:00 - 09:59,1,0
24.3.2024,278627,10:00 - 10:59,1,0
24.3.2024,278627,11:00 - 11:59,1,0
24.3.2024,278627,19:00 - 19:59,1,0
24.3.2024,278627,20:00 - 20:59,1,0
25.3.2024,278627,11:00 - 11:59,1,0
25.3.2024,278627,12:00 - 12:59,1,0
26.3.2024,278627,10:00 - 10:59,1,0
26.3.2024,278627,11:00 - 11:59,1,0
26.3.2024,278627,13:00 - 13:59,1,0
26.3.2024,278627,14:00 - 14:59,1,0
26.3.2024,278627,15:00 - 15:59,1,0
27.3.2024,278627,10:00 - 10:59,1,0
27.3.2024,278627,15:00 - 15:59,1,0
27.3.2024,278627,18:00 - 18:59,1,0
28.3.2024,278627,10:00 - 10:59,1,0
28.3.2024,278627,11:00 - 11:59,1,0
4.4.2024,278627,11:00 - 11:59,1,0
4.4.2024,278627,12:00 - 12:59,1,0
5.4.2024,278627,19:00 - 19:59,1,0
5.4.2024,278627,21:00 - 21:59,1,0
6.4.2024,278627,09:00 - 09:59,1,0
6.4.2024,278627,12:00 - 12:59,1,0
6.4.2024,278627,13:00 - 13:59,1,0
7.4.2024,278627,09:00 - 09:59,1,0
7.4.2024,278627,10:00 - 10:59,1,0
7.4.2024,278627,14:00 - 14:59,1,0
12.4.2024,278627,11:00 - 11:59,1,0
13.4.2024,278627,07:00 - 07:59,1,0
13.4.2024,278627,08:00 - 08:59,1,0
13.4.2024,278627,11:00 - 11:59,1,0
13.4.2024,278627,14:00 - 14:59,1,0
13.4.2024,278627,15:00 - 15:59,1,0
13.4.2024,278627,18:00 - 18:59,1,0
23.3.2024,278627,15:00 - 15:59,0,1
25.3.2024,278624,12:00 - 12:59,6,0
24.3.2024,278624,11:00 - 11:59,4,0
25.3.2024,278624,10:00 - 10:59,3,0
25.3.2024,278624,11:00 - 11:59,3,0
4.4.2024,278624,10:00 - 10:59,3,0
13.4.2024,278624,19:00 - 19:59,3,0
24.3.2024,278624,13:00 - 13:59,2,0
26.3.2024,278624,14:00 - 14:59,2,0
2.4.2024,278624,01:00 - 01:59,2,0
5.4.2024,278624,18:00 - 18:59,2,0
5.4.2024,278624,19:00 - 19:59,2,0
13.4.2024,278624,20:00 - 20:59,2,0
14.4.2024,278624,13:00 - 13:59,2,0
14.4.2024,278624,18:00 - 18:59,2,0
24.3.2024,278624,12:00 - 12:59,1,0
24.3.2024,278624,14:00 - 14:59,1,0
25.3.2024,278624,09:00 - 09:59,1,0
25.3.2024,278624,19:00 - 19:59,1,0
26.3.2024,278624,11:00 - 11:59,1,0
1.4.2024,278624,09:00 - 09:59,1,0
3.4.2024,278624,20:00 - 20:59,1,0
4.4.2024,278624,09:00 - 09:59,1,0
5.4.2024,278624,07:00 - 07:59,1,0
5.4.2024,278624,09:00 - 09:59,1,0
5.4.2024,278624,10:00 - 10:59,1,0
5.4.2024,278624,14:00 - 14:59,1,0
14.4.2024,278624,14:00 - 14:59,1,0
14.4.2024,278624,15:00 - 15:59,1,0
14.4.2024,278624,16:00 - 16:59,1,0
15.4.2024,278624,12:00 - 12:59,1,0
15.4.2024,278624,14:00 - 14:59,1,0
15.4.2024,278624,17:00 - 17:59,1,0
23.3.2024,278621,12:00 - 12:59,20,0
25.3.2024,278621,11:00 - 11:59,13,0
5.4.2024,278621,09:00 - 09:59,13,0
13.4.2024,278621,21:00 - 21:59,12,0
14.4.2024,278621,20:00 - 20:59,11,0
25.3.2024,278621,12:00 - 12:59,10,0
13.4.2024,278621,22:00 - 22:59,10,0
14.4.2024,278621,08:00 - 08:59,9,0
14.4.2024,278621,21:00 - 21:59,8,0
25.3.2024,278621,10:00 - 10:59,7,0
3.4.2024,278621,18:00 - 18:59,7,0
4.4.2024,278621,11:00 - 11:59,7,0
14.4.2024,278621,11:00 - 11:59,7,0
14.4.2024,278621,09:00 - 09:59,6,0
14.4.2024,278621,12:00 - 12:59,6,0
14.4.2024,278621,19:00 - 19:59,6,0
15.4.2024,278621,08:00 - 08:59,6,0
23.3.2024,278621,13:00 - 13:59,5,0
1.4.2024,278621,09:00 - 09:59,5,0
4.4.2024,278621,10:00 - 10:59,5,0
14.4.2024,278621,16:00 - 16:59,5,1
14.4.2024,278621,18:00 - 18:59,5,0
14.4.2024,278621,10:00 - 10:59,4,0
15.4.2024,278621,17:00 - 17:59,4,0
23.3.2024,278621,10:00 - 10:59,3,0
2.4.2024,278621,01:00 - 01:59,3,0
2.4.2024,278621,03:00 - 03:59,3,0
3.4.2024,278621,17:00 - 17:59,3,0
14.4.2024,278621,17:00 - 17:59,3,0
25.3.2024,278621,09:00 - 09:59,2,0
1.4.2024,278621,10:00 - 10:59,2,0
3.4.2024,278621,19:00 - 19:59,2,0
5.4.2024,278621,07:00 - 07:59,2,0
13.4.2024,278621,20:00 - 20:59,2,0
15.4.2024,278621,09:00 - 09:59,2,0
15.4.2024,278621,11:00 - 11:59,2,0
15.4.2024,278621,12:00 - 12:59,2,0
23.3.2024,278621,11:00 - 11:59,1,0
1.4.2024,278621,21:00 - 21:59,1,0
4.4.2024,278621,08:00 - 08:59,1,0
4.4.2024,278621,09:00 - 09:59,1,0
5.4.2024,278621,10:00 - 10:59,1,0
13.4.2024,278621,19:00 - 19:59,1,0
15.4.2024,278621,07:00 - 07:59,1,0
15.4.2024,278621,14:00 - 14:59,1,0
15.4.2024,278621,15:00 - 15:59,1,0
15.4.2024,278621,18:00 - 18:59,1,0
15.4.2024,278621,19:00 - 19:59,1,0
24.3.2024,278618,19:00 - 19:59,1,0
26.3.2024,278618,13:00 - 13:59,1,0
11.4.2024,278618,17:00 - 17:59,1,0
11.4.2024,278618,20:00 - 20:59,1,0
24.3.2024,278616,12:00 - 12:59,2,0
24.3.2024,278616,14:00 - 14:59,1,0
26.3.2024,278616,13:00 - 13:59,1,0
4.4.2024,278616,18:00 - 18:59,1,0
13.4.2024,278616,22:00 - 22:59,1,0
15.4.2024,278616,13:00 - 13:59,1,0
15.4.2024,278616,16:00 - 16:59,1,0
15.4.2024,278616,18:00 - 18:59,1,0
23.3.2024,278608,19:00 - 19:59,1,0
27.3.2024,278608,14:00 - 14:59,1,0
26.3.2024,278605,08:00 - 08:59,1,0
22.3.2024,278604,21:00 - 21:59,1,0
13.4.2024,278604,19:00 - 19:59,1,0
13.4.2024,278604,22:00 - 22:59,1,0
14.4.2024,278602,18:00 - 18:59,1,0
3.4.2024,278601,18:00 - 18:59,1,0
2.4.2024,278600,13:00 - 13:59,1,0
15.4.2024,278598,15:00 - 15:59,1,0
23.3.2024,278594,19:00 - 19:59,2,0
1.4.2024,278594,11:00 - 11:59,2,0
3.4.2024,278594,20:00 - 20:59,1,0
5.4.2024,278594,07:00 - 07:59,1,0
3.4.2024,278586,10:00 - 10:59,1,0
8.4.2024,278582,12:00 - 12:59,1,0
8.4.2024,278582,21:00 - 21:59,1,0
5.4.2024,278576,19:00 - 19:59,1,0
14.4.2024,278574,12:00 - 12:59,1,0
14.4.2024,278574,16:00 - 16:59,1,0
27.3.2024,278573,20:00 - 20:59,1,0
10.4.2024,278572,17:00 - 17:59,1,0
10.4.2024,278572,18:00 - 18:59,1,0
13.4.2024,278572,16:00 - 16:59,1,0
23.3.2024,278571,18:00 - 18:59,1,0
11.4.2024,278571,18:00 - 18:59,1,0
24.3.2024,278570,14:00 - 14:59,1,0
24.3.2024,278570,19:00 - 19:59,1,0
27.3.2024,278570,18:00 - 18:59,1,0
4.4.2024,278570,19:00 - 19:59,1,0
13.4.2024,278570,11:00 - 11:59,1,0
13.4.2024,278570,22:00 - 22:59,1,0
14.4.2024,278570,08:00 - 08:59,1,0
14.4.2024,278570,15:00 - 15:59,1,0
4.4.2024,278569,10:00 - 10:59,1,0
9.4.2024,278568,13:00 - 13:59,1,0
10.4.2024,278568,20:00 - 20:59,1,0
22.3.2024,278487,21:00 - 21:59,1,0
24.3.2024,278487,10:00 - 10:59,1,0
4.4.2024,278487,12:00 - 12:59,1,0
5.4.2024,278487,20:00 - 20:59,1,0
6.4.2024,278487,09:00 - 09:59,1,0
6.4.2024,278487,11:00 - 11:59,1,1
7.4.2024,278487,19:00 - 19:59,1,0
7.4.2024,278487,20:00 - 20:59,1,0
5.4.2024,278484,19:00 - 19:59,2,0
26.3.2024,278484,11:00 - 11:59,1,0
26.3.2024,278484,13:00 - 13:59,1,0
4.4.2024,278484,18:00 - 18:59,1,0
5.4.2024,278484,20:00 - 20:59,1,0
13.4.2024,278484,20:00 - 20:59,1,0
13.4.2024,278484,22:00 - 22:59,1,0
14.4.2024,278484,09:00 - 09:59,1,0
14.4.2024,278484,11:00 - 11:59,1,0
14.4.2024,278484,16:00 - 16:59,1,0
8.4.2024,278483,10:00 - 10:59,3,0
25.3.2024,278483,12:00 - 12:59,2,0
8.4.2024,278483,11:00 - 11:59,2,0
9.4.2024,278483,14:00 - 14:59,2,0
12.4.2024,278483,14:00 - 14:59,2,0
24.3.2024,278483,12:00 - 12:59,1,0
25.3.2024,278483,09:00 - 09:59,1,0
25.3.2024,278483,10:00 - 10:59,1,0
25.3.2024,278483,11:00 - 11:59,1,0
25.3.2024,278483,14:00 - 14:59,1,0
26.3.2024,278483,10:00 - 10:59,1,0
26.3.2024,278483,13:00 - 13:59,1,0
2.4.2024,278483,01:00 - 01:59,1,0
4.4.2024,278483,19:00 - 19:59,1,0
5.4.2024,278483,17:00 - 17:59,1,0
5.4.2024,278483,18:00 - 18:59,1,0
6.4.2024,278483,11:00 - 11:59,1,0
7.4.2024,278483,21:00 - 21:59,1,0
8.4.2024,278483,14:00 - 14:59,1,0
8.4.2024,278483,22:00 - 22:59,1,0
10.4.2024,278483,18:00 - 18:59,1,0
11.4.2024,278483,21:00 - 21:59,1,0
12.4.2024,278483,08:00 - 08:59,1,0
12.4.2024,278483,12:00 - 12:59,1,0
12.4.2024,278483,15:00 - 15:59,1,0
12.4.2024,278483,18:00 - 18:59,1,0
12.4.2024,278483,19:00 - 19:59,1,0
13.4.2024,278483,20:00 - 20:59,1,0
14.4.2024,278483,09:00 - 09:59,1,0
14.4.2024,278483,11:00 - 11:59,1,0
15.4.2024,278483,11:00 - 11:59,1,0
15.4.2024,278483,17:00 - 17:59,1,0
11.4.2024,278438,13:00 - 13:59,2,0
14.4.2024,278438,12:00 - 12:59,1,0
14.4.2024,278438,19:00 - 19:59,1,0
25.3.2024,278423,11:00 - 11:59,4,0
14.4.2024,278423,18:00 - 18:59,3,0
15.4.2024,278423,09:00 - 09:59,3,0
25.3.2024,278423,09:00 - 09:59,2,0
25.3.2024,278423,10:00 - 10:59,2,0
25.3.2024,278423,12:00 - 12:59,2,0
26.3.2024,278423,10:00 - 10:59,2,0
1.4.2024,278423,09:00 - 09:59,2,0
4.4.2024,278423,12:00 - 12:59,2,0
5.4.2024,278423,10:00 - 10:59,2,0
13.4.2024,278423,20:00 - 20:59,2,0
14.4.2024,278423,08:00 - 08:59,2,0
14.4.2024,278423,16:00 - 16:59,2,0
15.4.2024,278423,08:00 - 08:59,2,0
23.3.2024,278423,13:00 - 13:59,1,0
24.3.2024,278423,09:00 - 09:59,1,0
24.3.2024,278423,14:00 - 14:59,1,0
24.3.2024,278423,19:00 - 19:59,1,0
25.3.2024,278423,20:00 - 20:59,1,0
26.3.2024,278423,11:00 - 11:59,1,0
26.3.2024,278423,12:00 - 12:59,1,0
26.3.2024,278423,13:00 - 13:59,1,0
26.3.2024,278423,14:00 - 14:59,1,0
4.4.2024,278423,10:00 - 10:59,1,0
4.4.2024,278423,11:00 - 11:59,1,0
5.4.2024,278423,07:00 - 07:59,1,0
5.4.2024,278423,11:00 - 11:59,1,0
5.4.2024,278423,12:00 - 12:59,1,0
5.4.2024,278423,17:00 - 17:59,1,0
14.4.2024,278423,09:00 - 09:59,1,0
14.4.2024,278423,13:00 - 13:59,1,0
14.4.2024,278423,14:00 - 14:59,1,0
14.4.2024,278423,15:00 - 15:59,1,0
14.4.2024,278423,17:00 - 17:59,1,0
15.4.2024,278423,07:00 - 07:59,1,0
15.4.2024,278423,10:00 - 10:59,1,0
15.4.2024,278423,12:00 - 12:59,1,0
25.3.2024,278422,10:00 - 10:59,3,0
25.3.2024,278422,12:00 - 12:59,3,0
13.4.2024,278422,22:00 - 22:59,2,0
14.4.2024,278422,18:00 - 18:59,2,0
15.4.2024,278422,13:00 - 13:59,2,0
24.3.2024,278422,09:00 - 09:59,1,0
24.3.2024,278422,11:00 - 11:59,1,0
25.3.2024,278422,09:00 - 09:59,1,0
25.3.2024,278422,13:00 - 13:59,1,0
26.3.2024,278422,14:00 - 14:59,1,0
1.4.2024,278422,10:00 - 10:59,1,0
4.4.2024,278422,12:00 - 12:59,1,0
4.4.2024,278422,17:00 - 17:59,1,0
4.4.2024,278422,19:00 - 19:59,1,0
5.4.2024,278422,09:00 - 09:59,1,0
5.4.2024,278422,11:00 - 11:59,1,0
5.4.2024,278422,17:00 - 17:59,1,0
14.4.2024,278422,10:00 - 10:59,1,0
14.4.2024,278422,13:00 - 13:59,1,0
14.4.2024,278422,15:00 - 15:59,1,0
14.4.2024,278422,16:00 - 16:59,1,0
14.4.2024,278422,17:00 - 17:59,1,0
15.4.2024,278422,11:00 - 11:59,1,0
15.4.2024,278422,12:00 - 12:59,1,0
8.4.2024,278420,11:00 - 11:59,4,0
23.3.2024,278420,16:00 - 16:59,3,0
24.3.2024,278420,09:00 - 09:59,3,0
26.3.2024,278420,13:00 - 13:59,3,0
12.4.2024,278420,11:00 - 11:59,3,0
22.3.2024,278420,14:00 - 14:59,2,0
26.3.2024,278420,10:00 - 10:59,2,0
3.4.2024,278420,18:00 - 18:59,2,0
4.4.2024,278420,10:00 - 10:59,2,0
4.4.2024,278420,12:00 - 12:59,2,0
8.4.2024,278420,19:00 - 19:59,2,0
9.4.2024,278420,09:00 - 09:59,2,0
9.4.2024,278420,10:00 - 10:59,2,0
12.4.2024,278420,12:00 - 12:59,2,0
12.4.2024,278420,13:00 - 13:59,2,0
14.4.2024,278420,13:00 - 13:59,2,0
22.3.2024,278420,20:00 - 20:59,1,0
22.3.2024,278420,22:00 - 22:59,1,0
23.3.2024,278420,17:00 - 17:59,1,0
23.3.2024,278420,19:00 - 19:59,1,0
24.3.2024,278420,10:00 - 10:59,1,0
24.3.2024,278420,11:00 - 11:59,1,0
24.3.2024,278420,13:00 - 13:59,1,0
24.3.2024,278420,20:00 - 20:59,1,0
25.3.2024,278420,11:00 - 11:59,1,0
25.3.2024,278420,13:00 - 13:59,1,0
25.3.2024,278420,20:00 - 20:59,1,0
26.3.2024,278420,12:00 - 12:59,1,0
1.4.2024,278420,09:00 - 09:59,1,0
1.4.2024,278420,10:00 - 10:59,1,0
1.4.2024,278420,19:00 - 19:59,1,0
1.4.2024,278420,20:00 - 20:59,1,0
3.4.2024,278420,20:00 - 20:59,1,0
5.4.2024,278420,09:00 - 09:59,1,0
5.4.2024,278420,14:00 - 14:59,1,0
5.4.2024,278420,17:00 - 17:59,1,0
8.4.2024,278420,08:00 - 08:59,1,0
8.4.2024,278420,13:00 - 13:59,1,0
8.4.2024,278420,20:00 - 20:59,1,0
8.4.2024,278420,21:00 - 21:59,1,0
12.4.2024,278420,07:00 - 07:59,1,0
12.4.2024,278420,08:00 - 08:59,1,0
12.4.2024,278420,09:00 - 09:59,1,0
12.4.2024,278420,10:00 - 10:59,1,0
13.4.2024,278420,22:00 - 22:59,1,0
14.4.2024,278420,09:00 - 09:59,1,0
14.4.2024,278420,11:00 - 11:59,1,0
14.4.2024,278420,12:00 - 12:59,1,0
14.4.2024,278420,14:00 - 14:59,1,0
14.4.2024,278420,15:00 - 15:59,1,0
14.4.2024,278420,18:00 - 18:59,1,0
15.4.2024,278420,07:00 - 07:59,1,0
15.4.2024,278420,09:00 - 09:59,1,0
15.4.2024,278420,10:00 - 10:59,1,0
15.4.2024,278420,11:00 - 11:59,1,0
15.4.2024,278420,12:00 - 12:59,1,0
15.4.2024,278420,14:00 - 14:59,1,0
15.4.2024,278420,16:00 - 16:59,1,0
15.4.2024,278420,17:00 - 17:59,1,0
14.4.2024,278413,11:00 - 11:59,1,0
26.3.2024,278412,12:00 - 12:59,1,0
14.4.2024,278412,10:00 - 10:59,1,0
28.3.2024,278402,14:00 - 14:59,1,0
5.4.2024,278400,13:00 - 13:59,1,0
25.3.2024,278393,10:00 - 10:59,4,0
4.4.2024,278393,11:00 - 11:59,2,0
13.4.2024,278393,13:00 - 13:59,2,0
22.3.2024,278393,16:00 - 16:59,1,0
23.3.2024,278393,14:00 - 14:59,1,0
24.3.2024,278393,12:00 - 12:59,1,0
24.3.2024,278393,14:00 - 14:59,1,0
24.3.2024,278393,21:00 - 21:59,1,0
25.3.2024,278393,12:00 - 12:59,1,0
25.3.2024,278393,13:00 - 13:59,1,0
26.3.2024,278393,09:00 - 09:59,1,0
26.3.2024,278393,10:00 - 10:59,1,0
26.3.2024,278393,14:00 - 14:59,1,0
4.4.2024,278393,10:00 - 10:59,1,0
4.4.2024,278393,19:00 - 19:59,1,0
6.4.2024,278393,20:00 - 20:59,1,0
7.4.2024,278393,11:00 - 11:59,1,0
7.4.2024,278393,21:00 - 21:59,1,0
8.4.2024,278393,12:00 - 12:59,1,0
8.4.2024,278393,19:00 - 19:59,1,0
8.4.2024,278393,21:00 - 21:59,1,0
9.4.2024,278393,12:00 - 12:59,1,0
10.4.2024,278393,21:00 - 21:59,1,0
12.4.2024,278393,09:00 - 09:59,1,0
12.4.2024,278393,20:00 - 20:59,1,0
13.4.2024,278393,07:00 - 07:59,1,0
13.4.2024,278393,15:00 - 15:59,1,0
13.4.2024,278393,19:00 - 19:59,1,0
14.4.2024,278393,07:00 - 07:59,1,0
14.4.2024,278393,15:00 - 15:59,1,0
14.4.2024,278393,16:00 - 16:59,1,0
15.4.2024,278393,12:00 - 12:59,1,0
15.4.2024,278393,18:00 - 18:59,1,0
22.3.2024,278392,17:00 - 17:59,1,0
24.3.2024,278392,21:00 - 21:59,1,0
25.3.2024,278392,12:00 - 12:59,1,0
27.3.2024,278392,17:00 - 17:59,1,0
27.3.2024,278392,18:00 - 18:59,1,0
1.4.2024,278392,09:00 - 09:59,1,0
3.4.2024,278392,20:00 - 20:59,1,0
4.4.2024,278392,11:00 - 11:59,1,0
15.4.2024,278392,14:00 - 14:59,1,0
24.3.2024,278390,10:00 - 10:59,2,0
24.3.2024,278390,11:00 - 11:59,2,0
13.4.2024,278390,07:00 - 07:59,2,0
15.4.2024,278390,08:00 - 08:59,2,0
15.4.2024,278390,09:00 - 09:59,2,0
15.4.2024,278390,10:00 - 10:59,2,0
24.3.2024,278390,15:00 - 15:59,1,0
4.4.2024,278390,09:00 - 09:59,1,0
5.4.2024,278390,14:00 - 14:59,1,0
5.4.2024,278390,17:00 - 17:59,1,0
5.4.2024,278390,18:00 - 18:59,1,0
9.4.2024,278390,14:00 - 14:59,1,0
10.4.2024,278390,17:00 - 17:59,1,0
13.4.2024,278390,14:00 - 14:59,1,0
13.4.2024,278390,22:00 - 22:59,1,0
15.4.2024,278390,07:00 - 07:59,1,0
15.4.2024,278383,18:00 - 18:59,2,0
24.3.2024,278383,13:00 - 13:59,1,0
24.3.2024,278383,14:00 - 14:59,1,0
26.3.2024,278383,11:00 - 11:59,1,0
4.4.2024,278383,12:00 - 12:59,1,0
14.4.2024,278383,09:00 - 09:59,1,0
15.4.2024,278383,19:00 - 19:59,1,0
23.3.2024,278371,22:00 - 22:59,1,0
5.4.2024,278371,07:00 - 07:59,1,0
15.4.2024,278352,09:00 - 09:59,40,0
25.3.2024,278352,10:00 - 10:59,16,0
23.3.2024,278352,16:00 - 16:59,11,0
15.4.2024,278352,08:00 - 08:59,10,0
25.3.2024,278352,09:00 - 09:59,7,0
25.3.2024,278352,11:00 - 11:59,6,0
1.4.2024,278352,21:00 - 21:59,6,0
3.4.2024,278352,17:00 - 17:59,6,0
23.3.2024,278352,12:00 - 12:59,5,0
1.4.2024,278352,20:00 - 20:59,5,0
3.4.2024,278352,18:00 - 18:59,5,0
3.4.2024,278352,20:00 - 20:59,5,0
5.4.2024,278352,11:00 - 11:59,5,0
5.4.2024,278352,18:00 - 18:59,5,0
6.4.2024,278352,08:00 - 08:59,5,0
6.4.2024,278352,12:00 - 12:59,5,0
7.4.2024,278352,14:00 - 14:59,5,0
6.4.2024,278352,13:00 - 13:59,4,0
7.4.2024,278352,08:00 - 08:59,4,0
9.4.2024,278352,08:00 - 08:59,4,0
11.4.2024,278352,17:00 - 17:59,4,0
1.4.2024,278352,09:00 - 09:59,3,0
1.4.2024,278352,10:00 - 10:59,3,0
4.4.2024,278352,09:00 - 09:59,3,0
5.4.2024,278352,13:00 - 13:59,3,0
6.4.2024,278352,10:00 - 10:59,3,0
6.4.2024,278352,14:00 - 14:59,3,0
7.4.2024,278352,11:00 - 11:59,3,0
1.4.2024,278352,11:00 - 11:59,2,1
3.4.2024,278352,19:00 - 19:59,2,0
4.4.2024,278352,08:00 - 08:59,2,0
4.4.2024,278352,10:00 - 10:59,2,0
4.4.2024,278352,12:00 - 12:59,2,0
4.4.2024,278352,17:00 - 17:59,2,0
5.4.2024,278352,10:00 - 10:59,2,0
6.4.2024,278352,11:00 - 11:59,2,0
6.4.2024,278352,15:00 - 15:59,2,0
6.4.2024,278352,17:00 - 17:59,2,0
7.4.2024,278352,10:00 - 10:59,2,0
7.4.2024,278352,15:00 - 15:59,2,0
7.4.2024,278352,16:00 - 16:59,2,0
7.4.2024,278352,17:00 - 17:59,2,0
7.4.2024,278352,19:00 - 19:59,2,0
8.4.2024,278352,08:00 - 08:59,2,0
11.4.2024,278352,09:00 - 09:59,2,0
12.4.2024,278352,15:00 - 15:59,2,0
14.4.2024,278352,08:00 - 08:59,2,0
14.4.2024,278352,17:00 - 17:59,2,0
23.3.2024,278352,13:00 - 13:59,1,0
23.3.2024,278352,15:00 - 15:59,1,0
23.3.2024,278352,17:00 - 17:59,1,0
23.3.2024,278352,18:00 - 18:59,1,0
24.3.2024,278352,21:00 - 21:59,1,0
28.3.2024,278352,14:00 - 14:59,1,0
1.4.2024,278352,15:00 - 15:59,1,0
4.4.2024,278352,11:00 - 11:59,1,0
5.4.2024,278352,09:00 - 09:59,1,0
5.4.2024,278352,12:00 - 12:59,1,0
5.4.2024,278352,14:00 - 14:59,1,0
5.4.2024,278352,17:00 - 17:59,1,0
6.4.2024,278352,09:00 - 09:59,1,0
6.4.2024,278352,16:00 - 16:59,1,0
6.4.2024,278352,18:00 - 18:59,1,0
7.4.2024,278352,18:00 - 18:59,1,0
8.4.2024,278352,07:00 - 07:59,1,0
8.4.2024,278352,09:00 - 09:59,1,0
8.4.2024,278352,10:00 - 10:59,1,0
8.4.2024,278352,11:00 - 11:59,1,0
8.4.2024,278352,12:00 - 12:59,1,0
9.4.2024,278352,11:00 - 11:59,1,0
9.4.2024,278352,12:00 - 12:59,1,0
10.4.2024,278352,17:00 - 17:59,1,0
12.4.2024,278352,13:00 - 13:59,1,0
12.4.2024,278352,14:00 - 14:59,1,0
12.4.2024,278352,19:00 - 19:59,1,0
13.4.2024,278352,13:00 - 13:59,1,0
13.4.2024,278352,14:00 - 14:59,1,0
13.4.2024,278352,15:00 - 15:59,1,0
13.4.2024,278352,17:00 - 17:59,1,0
13.4.2024,278352,22:00 - 22:59,1,0
14.4.2024,278352,07:00 - 07:59,1,0
14.4.2024,278352,10:00 - 10:59,1,0
14.4.2024,278352,11:00 - 11:59,1,0
14.4.2024,278352,18:00 - 18:59,1,0
14.4.2024,278352,19:00 - 19:59,1,0
15.4.2024,278352,10:00 - 10:59,1,0
25.3.2024,278350,10:00 - 10:59,1,0
4.4.2024,278350,11:00 - 11:59,1,0
5.4.2024,278350,10:00 - 10:59,1,0
4.4.2024,278303,10:00 - 10:59,5,0
3.4.2024,278303,12:00 - 12:59,3,0
3.4.2024,278303,19:00 - 19:59,3,0
6.4.2024,278303,10:00 - 10:59,3,0
12.4.2024,278303,18:00 - 18:59,3,0
2.4.2024,278303,16:00 - 16:59,2,0
3.4.2024,278303,11:00 - 11:59,2,0
4.4.2024,278303,11:00 - 11:59,2,0
4.4.2024,278303,13:00 - 13:59,2,0
6.4.2024,278303,14:00 - 14:59,2,1
6.4.2024,278303,16:00 - 16:59,2,0
6.4.2024,278303,21:00 - 21:59,2,0
7.4.2024,278303,13:00 - 13:59,2,0
7.4.2024,278303,15:00 - 15:59,2,0
9.4.2024,278303,08:00 - 08:59,2,0
14.4.2024,278303,19:00 - 19:59,2,0
15.4.2024,278303,20:00 - 20:59,2,0
15.4.2024,278303,21:00 - 21:59,2,0
23.3.2024,278303,17:00 - 17:59,1,0
23.3.2024,278303,19:00 - 19:59,1,0
24.3.2024,278303,13:00 - 13:59,1,0
1.4.2024,278303,08:00 - 08:59,1,0
1.4.2024,278303,10:00 - 10:59,1,0
2.4.2024,278303,01:00 - 01:59,1,0
2.4.2024,278303,02:00 - 02:59,1,0
2.4.2024,278303,03:00 - 03:59,1,0
2.4.2024,278303,07:00 - 07:59,1,0
2.4.2024,278303,11:00 - 11:59,1,0
2.4.2024,278303,12:00 - 12:59,1,0
3.4.2024,278303,08:00 - 08:59,1,0
3.4.2024,278303,10:00 - 10:59,1,0
3.4.2024,278303,18:00 - 18:59,1,0
4.4.2024,278303,09:00 - 09:59,1,0
4.4.2024,278303,12:00 - 12:59,1,0
4.4.2024,278303,17:00 - 17:59,1,0
4.4.2024,278303,18:00 - 18:59,1,0
6.4.2024,278303,15:00 - 15:59,1,0
6.4.2024,278303,18:00 - 18:59,1,0
7.4.2024,278303,14:00 - 14:59,1,0
8.4.2024,278303,07:00 - 07:59,1,0
8.4.2024,278303,22:00 - 22:59,1,0
9.4.2024,278303,12:00 - 12:59,1,0
10.4.2024,278303,20:00 - 20:59,1,0
11.4.2024,278303,10:00 - 10:59,1,0
11.4.2024,278303,11:00 - 11:59,1,0
11.4.2024,278303,19:00 - 19:59,1,0
11.4.2024,278303,20:00 - 20:59,1,0
12.4.2024,278303,13:00 - 13:59,1,0
10.4.2024,278302,21:00 - 21:59,1,0
24.3.2024,278298,14:00 - 14:59,1,0
22.3.2024,278296,22:00 - 22:59,1,0
23.3.2024,278296,21:00 - 21:59,1,0
27.3.2024,278296,15:00 - 15:59,1,0
1.4.2024,278296,15:00 - 15:59,1,0
2.4.2024,278296,12:00 - 12:59,1,0
2.4.2024,278296,19:00 - 19:59,1,0
4.4.2024,278296,12:00 - 12:59,1,0
14.4.2024,278296,18:00 - 18:59,1,0
13.4.2024,278288,18:00 - 18:59,1,0
14.4.2024,278288,19:00 - 19:59,1,0
15.4.2024,278288,16:00 - 16:59,1,0
15.4.2024,278288,18:00 - 18:59,1,0
14.4.2024,278284,08:00 - 08:59,28,0
