Day,widget_id,Hour Of Day,Visits,Conversions
25.3.2024,273912,11:00 - 11:59,1,0
25.3.2024,273912,20:00 - 20:59,1,0
26.3.2024,273912,09:00 - 09:59,1,0
26.3.2024,273912,10:00 - 10:59,1,0
26.3.2024,273912,20:00 - 20:59,1,0
28.3.2024,273912,11:00 - 11:59,1,0
28.3.2024,273912,13:00 - 13:59,1,0
28.3.2024,273912,23:00 - 23:59,1,0
1.4.2024,273912,10:00 - 10:59,1,0
1.4.2024,273912,15:00 - 15:59,1,0
1.4.2024,273912,16:00 - 16:59,1,0
1.4.2024,273912,22:00 - 22:59,1,0
2.4.2024,273912,07:00 - 07:59,1,0
2.4.2024,273912,13:00 - 13:59,1,0
2.4.2024,273912,23:00 - 23:59,1,0
3.4.2024,273912,14:00 - 14:59,1,0
3.4.2024,273912,15:00 - 15:59,1,0
3.4.2024,273912,19:00 - 19:59,1,0
5.4.2024,273912,08:00 - 08:59,1,0
5.4.2024,273912,20:00 - 20:59,1,0
6.4.2024,273912,09:00 - 09:59,1,0
6.4.2024,273912,23:00 - 23:59,1,0
13.4.2024,273912,07:00 - 07:59,1,0
13.4.2024,273912,09:00 - 09:59,1,0
13.4.2024,273912,12:00 - 12:59,1,0
13.4.2024,273912,14:00 - 14:59,1,0
13.4.2024,273912,15:00 - 15:59,1,0
13.4.2024,273912,16:00 - 16:59,1,0
14.4.2024,273912,06:00 - 06:59,1,0
14.4.2024,273912,07:00 - 07:59,1,0
14.4.2024,273912,10:00 - 10:59,1,0
14.4.2024,273912,15:00 - 15:59,1,0
14.4.2024,273912,16:00 - 16:59,1,0
14.4.2024,273912,20:00 - 20:59,1,0
15.4.2024,273912,05:00 - 05:59,1,0
15.4.2024,273912,12:00 - 12:59,1,0
15.4.2024,273912,13:00 - 13:59,1,0
15.4.2024,273912,22:00 - 22:59,1,0
28.3.2024,273909,11:00 - 11:59,71,0
28.3.2024,273909,12:00 - 12:59,70,0
26.3.2024,273909,10:00 - 10:59,55,0
29.3.2024,273909,12:00 - 12:59,53,0
28.3.2024,273909,13:00 - 13:59,52,0
29.3.2024,273909,11:00 - 11:59,51,0
7.4.2024,273909,20:00 - 20:59,49,0
5.4.2024,273909,10:00 - 10:59,48,0
7.4.2024,273909,22:00 - 22:59,48,0
25.3.2024,273909,11:00 - 11:59,42,1
7.4.2024,273909,19:00 - 19:59,40,0
26.3.2024,273909,11:00 - 11:59,38,0
4.4.2024,273909,08:00 - 08:59,37,0
27.3.2024,273909,10:00 - 10:59,36,0
6.4.2024,273909,17:00 - 17:59,36,0
6.4.2024,273909,18:00 - 18:59,36,0
7.4.2024,273909,13:00 - 13:59,35,0
27.3.2024,273909,11:00 - 11:59,34,0
5.4.2024,273909,09:00 - 09:59,34,0
6.4.2024,273909,19:00 - 19:59,34,0
8.4.2024,273909,12:00 - 12:59,34,0
28.3.2024,273909,09:00 - 09:59,31,0
28.3.2024,273909,14:00 - 14:59,31,0
7.4.2024,273909,10:00 - 10:59,31,0
7.4.2024,273909,12:00 - 12:59,31,1
7.4.2024,273909,18:00 - 18:59,30,0
7.4.2024,273909,21:00 - 21:59,30,0
24.3.2024,273909,19:00 - 19:59,29,0
3.4.2024,273909,09:00 - 09:59,29,0
6.4.2024,273909,13:00 - 13:59,29,0
6.4.2024,273909,20:00 - 20:59,29,0
24.3.2024,273909,20:00 - 20:59,28,1
7.4.2024,273909,11:00 - 11:59,26,0
26.3.2024,273909,09:00 - 09:59,25,0
6.4.2024,273909,14:00 - 14:59,25,0
29.3.2024,273909,10:00 - 10:59,24,0
10.4.2024,273909,21:00 - 21:59,24,0
5.4.2024,273909,11:00 - 11:59,23,0
7.4.2024,273909,17:00 - 17:59,23,0
13.4.2024,273909,21:00 - 21:59,23,0
1.4.2024,273909,10:00 - 10:59,21,0
6.4.2024,273909,21:00 - 21:59,21,1
3.4.2024,273909,08:00 - 08:59,20,0
4.4.2024,273909,09:00 - 09:59,20,0
7.4.2024,273909,15:00 - 15:59,20,0
9.4.2024,273909,14:00 - 14:59,19,0
12.4.2024,273909,14:00 - 14:59,19,0
6.4.2024,273909,12:00 - 12:59,18,0
12.4.2024,273909,08:00 - 08:59,18,0
12.4.2024,273909,13:00 - 13:59,18,1
1.4.2024,273909,09:00 - 09:59,17,0
5.4.2024,273909,12:00 - 12:59,16,0
7.4.2024,273909,14:00 - 14:59,16,0
7.4.2024,273909,16:00 - 16:59,16,0
10.4.2024,273909,20:00 - 20:59,16,0
23.3.2024,273909,15:00 - 15:59,15,0
7.4.2024,273909,09:00 - 09:59,15,1
8.4.2024,273909,08:00 - 08:59,15,0
9.4.2024,273909,15:00 - 15:59,15,0
9.4.2024,273909,16:00 - 16:59,15,0
14.4.2024,273909,19:00 - 19:59,15,0
7.4.2024,273909,08:00 - 08:59,14,0
8.4.2024,273909,11:00 - 11:59,14,0
28.3.2024,273909,15:00 - 15:59,13,0
9.4.2024,273909,12:00 - 12:59,13,0
12.4.2024,273909,12:00 - 12:59,13,0
9.4.2024,273909,13:00 - 13:59,12,0
13.4.2024,273909,22:00 - 22:59,12,0
25.3.2024,273909,10:00 - 10:59,11,0
12.4.2024,273909,15:00 - 15:59,11,0
14.4.2024,273909,18:00 - 18:59,11,0
23.3.2024,273909,14:00 - 14:59,10,0
4.4.2024,273909,10:00 - 10:59,10,0
12.4.2024,273909,16:00 - 16:59,10,0
10.4.2024,273909,22:00 - 22:59,9,0
14.4.2024,273909,17:00 - 17:59,9,0
29.3.2024,273909,15:00 - 15:59,8,0
8.4.2024,273909,00:00 - 00:59,8,0
8.4.2024,273909,09:00 - 09:59,8,0
12.4.2024,273909,09:00 - 09:59,8,0
12.4.2024,273909,17:00 - 17:59,8,0
28.3.2024,273909,16:00 - 16:59,7,0
29.3.2024,273909,13:00 - 13:59,7,0
29.3.2024,273909,14:00 - 14:59,7,0
5.4.2024,273909,07:00 - 07:59,7,0
9.4.2024,273909,17:00 - 17:59,7,0
10.4.2024,273909,18:00 - 18:59,7,0
14.4.2024,273909,20:00 - 20:59,7,0
23.3.2024,273909,16:00 - 16:59,6,0
26.3.2024,273909,12:00 - 12:59,6,0
28.3.2024,273909,17:00 - 17:59,6,0
4.4.2024,273909,07:00 - 07:59,6,0
12.4.2024,273909,20:00 - 20:59,6,0
12.4.2024,273909,21:00 - 21:59,6,0
29.3.2024,273909,09:00 - 09:59,5,0
1.4.2024,273909,08:00 - 08:59,5,0
2.4.2024,273909,08:00 - 08:59,5,0
2.4.2024,273909,16:00 - 16:59,5,0
3.4.2024,273909,11:00 - 11:59,5,0
4.4.2024,273909,11:00 - 11:59,5,0
7.4.2024,273909,23:00 - 23:59,5,0
8.4.2024,273909,13:00 - 13:59,5,0
10.4.2024,273909,17:00 - 17:59,5,0
11.4.2024,273909,14:00 - 14:59,5,0
15.4.2024,273909,09:00 - 09:59,5,0
15.4.2024,273909,20:00 - 20:59,5,0
23.3.2024,273909,13:00 - 13:59,4,0
23.3.2024,273909,18:00 - 18:59,4,0
25.3.2024,273909,08:00 - 08:59,4,0
27.3.2024,273909,09:00 - 09:59,4,0
27.3.2024,273909,12:00 - 12:59,4,0
28.3.2024,273909,18:00 - 18:59,4,0
1.4.2024,273909,11:00 - 11:59,4,0
3.4.2024,273909,12:00 - 12:59,4,0
7.4.2024,273909,00:00 - 00:59,4,0
7.4.2024,273909,04:00 - 04:59,4,0
8.4.2024,273909,16:00 - 16:59,4,0
8.4.2024,273909,17:00 - 17:59,4,0
9.4.2024,273909,18:00 - 18:59,4,0
12.4.2024,273909,18:00 - 18:59,4,0
14.4.2024,273909,11:00 - 11:59,4,0
14.4.2024,273909,12:00 - 12:59,4,0
23.3.2024,273909,17:00 - 17:59,3,0
25.3.2024,273909,12:00 - 12:59,3,0
26.3.2024,273909,16:00 - 16:59,3,0
26.3.2024,273909,17:00 - 17:59,3,0
27.3.2024,273909,17:00 - 17:59,3,0
28.3.2024,273909,08:00 - 08:59,3,0
28.3.2024,273909,10:00 - 10:59,3,1
28.3.2024,273909,19:00 - 19:59,3,0
28.3.2024,273909,20:00 - 20:59,3,0
1.4.2024,273909,16:00 - 16:59,3,0
2.4.2024,273909,12:00 - 12:59,3,0
2.4.2024,273909,13:00 - 13:59,3,0
5.4.2024,273909,16:00 - 16:59,3,0
6.4.2024,273909,15:00 - 15:59,3,1
6.4.2024,273909,22:00 - 22:59,3,0
7.4.2024,273909,06:00 - 06:59,3,0
7.4.2024,273909,07:00 - 07:59,3,0
8.4.2024,273909,06:00 - 06:59,3,0
8.4.2024,273909,07:00 - 07:59,3,0
8.4.2024,273909,10:00 - 10:59,3,0
8.4.2024,273909,18:00 - 18:59,3,0
8.4.2024,273909,19:00 - 19:59,3,0
10.4.2024,273909,16:00 - 16:59,3,0
10.4.2024,273909,19:00 - 19:59,3,0
11.4.2024,273909,08:00 - 08:59,3,0
11.4.2024,273909,09:00 - 09:59,3,0
12.4.2024,273909,11:00 - 11:59,3,0
12.4.2024,273909,19:00 - 19:59,3,0
13.4.2024,273909,08:00 - 08:59,3,0
15.4.2024,273909,08:00 - 08:59,3,0
24.3.2024,273909,15:00 - 15:59,2,0
25.3.2024,273909,09:00 - 09:59,2,0
25.3.2024,273909,13:00 - 13:59,2,0
26.3.2024,273909,13:00 - 13:59,2,0
26.3.2024,273909,19:00 - 19:59,2,0
27.3.2024,273909,14:00 - 14:59,2,0
27.3.2024,273909,15:00 - 15:59,2,0
27.3.2024,273909,16:00 - 16:59,2,0
27.3.2024,273909,18:00 - 18:59,2,0
27.3.2024,273909,19:00 - 19:59,2,0
28.3.2024,273909,21:00 - 21:59,2,0
28.3.2024,273909,23:00 - 23:59,2,0
29.3.2024,273909,00:00 - 00:59,2,0
29.3.2024,273909,08:00 - 08:59,2,0
29.3.2024,273909,22:00 - 22:59,2,0
30.3.2024,273909,00:00 - 00:59,2,0
30.3.2024,273909,03:00 - 03:59,2,0
1.4.2024,273909,13:00 - 13:59,2,0
1.4.2024,273909,17:00 - 17:59,2,0
2.4.2024,273909,11:00 - 11:59,2,0
2.4.2024,273909,14:00 - 14:59,2,0
3.4.2024,273909,10:00 - 10:59,2,0
3.4.2024,273909,13:00 - 13:59,2,0
3.4.2024,273909,14:00 - 14:59,2,0
4.4.2024,273909,14:00 - 14:59,2,0
5.4.2024,273909,14:00 - 14:59,2,0
5.4.2024,273909,15:00 - 15:59,2,0
8.4.2024,273909,15:00 - 15:59,2,0
8.4.2024,273909,20:00 - 20:59,2,0
8.4.2024,273909,23:00 - 23:59,2,0
9.4.2024,273909,00:00 - 00:59,2,0
9.4.2024,273909,23:00 - 23:59,2,0
10.4.2024,273909,15:00 - 15:59,2,0
10.4.2024,273909,23:00 - 23:59,2,0
11.4.2024,273909,11:00 - 11:59,2,0
11.4.2024,273909,12:00 - 12:59,2,0
11.4.2024,273909,16:00 - 16:59,2,0
11.4.2024,273909,17:00 - 17:59,2,0
11.4.2024,273909,20:00 - 20:59,2,0
12.4.2024,273909,10:00 - 10:59,2,0
12.4.2024,273909,22:00 - 22:59,2,0
14.4.2024,273909,07:00 - 07:59,2,0
14.4.2024,273909,08:00 - 08:59,2,0
14.4.2024,273909,09:00 - 09:59,2,0
14.4.2024,273909,10:00 - 10:59,2,0
14.4.2024,273909,13:00 - 13:59,2,0
14.4.2024,273909,14:00 - 14:59,2,0
22.3.2024,273909,05:00 - 05:59,1,0
22.3.2024,273909,12:00 - 12:59,1,0
22.3.2024,273909,13:00 - 13:59,1,0
22.3.2024,273909,17:00 - 17:59,1,0
23.3.2024,273909,12:00 - 12:59,1,0
23.3.2024,273909,21:00 - 21:59,1,0
23.3.2024,273909,22:00 - 22:59,1,0
24.3.2024,273909,11:00 - 11:59,1,0
24.3.2024,273909,13:00 - 13:59,1,0
24.3.2024,273909,16:00 - 16:59,1,0
24.3.2024,273909,21:00 - 21:59,1,1
24.3.2024,273909,22:00 - 22:59,1,0
24.3.2024,273909,23:00 - 23:59,1,0
25.3.2024,273909,01:00 - 01:59,1,0
25.3.2024,273909,06:00 - 06:59,1,0
25.3.2024,273909,14:00 - 14:59,1,0
25.3.2024,273909,18:00 - 18:59,1,0
25.3.2024,273909,19:00 - 19:59,1,0
25.3.2024,273909,20:00 - 20:59,1,0
26.3.2024,273909,04:00 - 04:59,1,0
26.3.2024,273909,14:00 - 14:59,1,0
26.3.2024,273909,15:00 - 15:59,1,0
26.3.2024,273909,20:00 - 20:59,1,0
26.3.2024,273909,22:00 - 22:59,1,0
27.3.2024,273909,21:00 - 21:59,1,0
27.3.2024,273909,22:00 - 22:59,1,0
28.3.2024,273909,22:00 - 22:59,1,0
29.3.2024,273909,02:00 - 02:59,1,0
29.3.2024,273909,16:00 - 16:59,1,0
29.3.2024,273909,17:00 - 17:59,1,0
29.3.2024,273909,21:00 - 21:59,1,0
29.3.2024,273909,23:00 - 23:59,1,0
30.3.2024,273909,01:00 - 01:59,1,0
30.3.2024,273909,07:00 - 07:59,1,0
30.3.2024,273909,11:00 - 11:59,1,0
30.3.2024,273909,12:00 - 12:59,1,0
1.4.2024,273909,14:00 - 14:59,1,0
1.4.2024,273909,15:00 - 15:59,1,0
1.4.2024,273909,18:00 - 18:59,1,0
1.4.2024,273909,19:00 - 19:59,1,0
1.4.2024,273909,20:00 - 20:59,1,0
2.4.2024,273909,06:00 - 06:59,1,0
2.4.2024,273909,15:00 - 15:59,1,0
3.4.2024,273909,01:00 - 01:59,1,0
3.4.2024,273909,02:00 - 02:59,1,0
3.4.2024,273909,17:00 - 17:59,1,0
3.4.2024,273909,21:00 - 21:59,1,0
3.4.2024,273909,22:00 - 22:59,1,0
4.4.2024,273909,00:00 - 00:59,1,0
4.4.2024,273909,05:00 - 05:59,1,0
4.4.2024,273909,18:00 - 18:59,1,0
5.4.2024,273909,04:00 - 04:59,1,0
5.4.2024,273909,13:00 - 13:59,1,0
6.4.2024,273909,00:00 - 00:59,1,0
6.4.2024,273909,23:00 - 23:59,1,0
7.4.2024,273909,05:00 - 05:59,1,0
8.4.2024,273909,01:00 - 01:59,1,0
8.4.2024,273909,02:00 - 02:59,1,0
8.4.2024,273909,03:00 - 03:59,1,0
8.4.2024,273909,22:00 - 22:59,1,0
9.4.2024,273909,02:00 - 02:59,1,0
9.4.2024,273909,03:00 - 03:59,1,0
9.4.2024,273909,08:00 - 08:59,1,0
9.4.2024,273909,09:00 - 09:59,1,0
9.4.2024,273909,10:00 - 10:59,1,1
9.4.2024,273909,11:00 - 11:59,1,0
9.4.2024,273909,20:00 - 20:59,1,0
9.4.2024,273909,22:00 - 22:59,1,0
10.4.2024,273909,03:00 - 03:59,1,0
10.4.2024,273909,09:00 - 09:59,1,0
10.4.2024,273909,10:00 - 10:59,1,0
10.4.2024,273909,14:00 - 14:59,1,0
11.4.2024,273909,00:00 - 00:59,1,0
11.4.2024,273909,02:00 - 02:59,1,0
11.4.2024,273909,03:00 - 03:59,1,0
11.4.2024,273909,04:00 - 04:59,1,0
11.4.2024,273909,05:00 - 05:59,1,0
11.4.2024,273909,06:00 - 06:59,1,0
11.4.2024,273909,07:00 - 07:59,1,0
11.4.2024,273909,13:00 - 13:59,1,0
11.4.2024,273909,19:00 - 19:59,1,0
12.4.2024,273909,04:00 - 04:59,1,0
12.4.2024,273909,07:00 - 07:59,1,0
12.4.2024,273909,23:00 - 23:59,1,0
13.4.2024,273909,05:00 - 05:59,1,0
13.4.2024,273909,06:00 - 06:59,1,0
13.4.2024,273909,09:00 - 09:59,1,0
13.4.2024,273909,10:00 - 10:59,1,0
13.4.2024,273909,12:00 - 12:59,1,0
13.4.2024,273909,13:00 - 13:59,1,0
13.4.2024,273909,14:00 - 14:59,1,0
13.4.2024,273909,16:00 - 16:59,1,0
13.4.2024,273909,17:00 - 17:59,1,0
13.4.2024,273909,18:00 - 18:59,1,0
13.4.2024,273909,23:00 - 23:59,1,0
14.4.2024,273909,00:00 - 00:59,1,0
14.4.2024,273909,02:00 - 02:59,1,0
14.4.2024,273909,06:00 - 06:59,1,0
14.4.2024,273909,15:00 - 15:59,1,0
14.4.2024,273909,16:00 - 16:59,1,0
14.4.2024,273909,23:00 - 23:59,1,0
15.4.2024,273909,01:00 - 01:59,1,0
15.4.2024,273909,11:00 - 11:59,1,0
15.4.2024,273909,13:00 - 13:59,1,0
15.4.2024,273909,15:00 - 15:59,1,0
15.4.2024,273909,19:00 - 19:59,1,0
15.4.2024,273909,21:00 - 21:59,1,0
15.4.2024,273909,22:00 - 22:59,1,0
7.4.2024,273909,01:00 - 01:59,0,1
10.4.2024,273909,12:00 - 12:59,0,1
7.4.2024,273908,18:00 - 18:59,82,1
7.4.2024,273908,19:00 - 19:59,77,1
26.3.2024,273908,16:00 - 16:59,74,0
29.3.2024,273908,13:00 - 13:59,73,0
5.4.2024,273908,18:00 - 18:59,64,0
5.4.2024,273908,19:00 - 19:59,57,0
7.4.2024,273908,22:00 - 22:59,53,0
26.3.2024,273908,17:00 - 17:59,51,0
7.4.2024,273908,21:00 - 21:59,50,0
4.4.2024,273908,10:00 - 10:59,49,0
29.3.2024,273908,12:00 - 12:59,48,0
4.4.2024,273908,11:00 - 11:59,47,0
5.4.2024,273908,13:00 - 13:59,47,1
7.4.2024,273908,17:00 - 17:59,45,0
3.4.2024,273908,12:00 - 12:59,44,0
4.4.2024,273908,09:00 - 09:59,44,0
29.3.2024,273908,14:00 - 14:59,42,0
7.4.2024,273908,16:00 - 16:59,37,0
7.4.2024,273908,20:00 - 20:59,36,0
11.4.2024,273908,21:00 - 21:59,33,0
4.4.2024,273908,18:00 - 18:59,31,1
5.4.2024,273908,14:00 - 14:59,30,0
4.4.2024,273908,08:00 - 08:59,29,1
8.4.2024,273908,11:00 - 11:59,29,1
9.4.2024,273908,13:00 - 13:59,29,0
26.3.2024,273908,15:00 - 15:59,28,0
28.3.2024,273908,09:00 - 09:59,27,0
6.4.2024,273908,09:00 - 09:59,27,0
8.4.2024,273908,21:00 - 21:59,27,0
11.4.2024,273908,13:00 - 13:59,27,0
12.4.2024,273908,17:00 - 17:59,26,0
8.4.2024,273908,20:00 - 20:59,25,0
8.4.2024,273908,22:00 - 22:59,25,0
11.4.2024,273908,20:00 - 20:59,25,0
4.4.2024,273908,12:00 - 12:59,24,1
4.4.2024,273908,20:00 - 20:59,24,0
7.4.2024,273908,08:00 - 08:59,24,0
8.4.2024,273908,19:00 - 19:59,24,1
4.4.2024,273908,19:00 - 19:59,23,0
11.4.2024,273908,18:00 - 18:59,23,0
14.4.2024,273908,18:00 - 18:59,23,0
26.3.2024,273908,14:00 - 14:59,21,0
28.3.2024,273908,11:00 - 11:59,21,0
11.4.2024,273908,16:00 - 16:59,21,1
3.4.2024,273908,11:00 - 11:59,20,0
10.4.2024,273908,21:00 - 21:59,19,0
11.4.2024,273908,17:00 - 17:59,19,0
2.4.2024,273908,12:00 - 12:59,18,0
5.4.2024,273908,17:00 - 17:59,18,0
2.4.2024,273908,13:00 - 13:59,17,0
7.4.2024,273908,14:00 - 14:59,17,0
7.4.2024,273908,15:00 - 15:59,17,0
28.3.2024,273908,12:00 - 12:59,16,0
1.4.2024,273908,08:00 - 08:59,16,0
4.4.2024,273908,17:00 - 17:59,15,0
6.4.2024,273908,08:00 - 08:59,15,0
8.4.2024,273908,10:00 - 10:59,15,0
10.4.2024,273908,20:00 - 20:59,15,0
8.4.2024,273908,08:00 - 08:59,14,0
9.4.2024,273908,14:00 - 14:59,14,0
13.4.2024,273908,18:00 - 18:59,14,0
10.4.2024,273908,18:00 - 18:59,13,0
1.4.2024,273908,21:00 - 21:59,12,0
8.4.2024,273908,09:00 - 09:59,12,1
8.4.2024,273908,17:00 - 17:59,12,0
12.4.2024,273908,16:00 - 16:59,12,0
24.3.2024,273908,21:00 - 21:59,11,0
26.3.2024,273908,18:00 - 18:59,11,0
5.4.2024,273908,07:00 - 07:59,11,0
26.3.2024,273908,20:00 - 20:59,10,0
7.4.2024,273908,09:00 - 09:59,10,0
11.4.2024,273908,12:00 - 12:59,10,0
14.4.2024,273908,19:00 - 19:59,10,0
24.3.2024,273908,20:00 - 20:59,9,0
5.4.2024,273908,08:00 - 08:59,9,0
12.4.2024,273908,13:00 - 13:59,9,0
12.4.2024,273908,18:00 - 18:59,9,0
13.4.2024,273908,17:00 - 17:59,9,0
23.3.2024,273908,17:00 - 17:59,8,0
26.3.2024,273908,21:00 - 21:59,8,0
27.3.2024,273908,09:00 - 09:59,8,0
29.3.2024,273908,15:00 - 15:59,8,0
29.3.2024,273908,17:00 - 17:59,8,0
4.4.2024,273908,21:00 - 21:59,8,0
5.4.2024,273908,21:00 - 21:59,8,0
7.4.2024,273908,13:00 - 13:59,8,0
8.4.2024,273908,00:00 - 00:59,8,0
8.4.2024,273908,12:00 - 12:59,8,0
1.4.2024,273908,09:00 - 09:59,7,0
1.4.2024,273908,20:00 - 20:59,7,0
2.4.2024,273908,07:00 - 07:59,7,0
4.4.2024,273908,07:00 - 07:59,7,0
4.4.2024,273908,13:00 - 13:59,7,0
4.4.2024,273908,23:00 - 23:59,7,0
5.4.2024,273908,20:00 - 20:59,7,0
5.4.2024,273908,23:00 - 23:59,7,0
11.4.2024,273908,19:00 - 19:59,7,0
14.4.2024,273908,16:00 - 16:59,7,0
26.3.2024,273908,19:00 - 19:59,6,0
28.3.2024,273908,13:00 - 13:59,6,0
29.3.2024,273908,11:00 - 11:59,6,0
3.4.2024,273908,10:00 - 10:59,6,0
3.4.2024,273908,13:00 - 13:59,6,0
9.4.2024,273908,00:00 - 00:59,6,0
9.4.2024,273908,08:00 - 08:59,6,0
11.4.2024,273908,15:00 - 15:59,6,0
12.4.2024,273908,14:00 - 14:59,6,0
14.4.2024,273908,14:00 - 14:59,6,0
14.4.2024,273908,17:00 - 17:59,6,1
15.4.2024,273908,17:00 - 17:59,6,0
15.4.2024,273908,21:00 - 21:59,6,0
23.3.2024,273908,12:00 - 12:59,5,0
24.3.2024,273908,19:00 - 19:59,5,0
26.3.2024,273908,22:00 - 22:59,5,0
27.3.2024,273908,10:00 - 10:59,5,0
3.4.2024,273908,08:00 - 08:59,5,0
5.4.2024,273908,15:00 - 15:59,5,0
5.4.2024,273908,22:00 - 22:59,5,0
8.4.2024,273908,02:00 - 02:59,5,0
8.4.2024,273908,07:00 - 07:59,5,0
10.4.2024,273908,22:00 - 22:59,5,0
11.4.2024,273908,22:00 - 22:59,5,0
11.4.2024,273908,23:00 - 23:59,5,0
12.4.2024,273908,08:00 - 08:59,5,0
12.4.2024,273908,15:00 - 15:59,5,0
14.4.2024,273908,13:00 - 13:59,5,0
14.4.2024,273908,15:00 - 15:59,5,0
14.4.2024,273908,20:00 - 20:59,5,0
14.4.2024,273908,21:00 - 21:59,5,0
23.3.2024,273908,13:00 - 13:59,4,0
24.3.2024,273908,09:00 - 09:59,4,0
27.3.2024,273908,21:00 - 21:59,4,0
29.3.2024,273908,09:00 - 09:59,4,0
29.3.2024,273908,16:00 - 16:59,4,0
3.4.2024,273908,14:00 - 14:59,4,0
4.4.2024,273908,16:00 - 16:59,4,0
5.4.2024,273908,16:00 - 16:59,4,0
6.4.2024,273908,00:00 - 00:59,4,0
6.4.2024,273908,07:00 - 07:59,4,0
6.4.2024,273908,13:00 - 13:59,4,0
8.4.2024,273908,01:00 - 01:59,4,0
8.4.2024,273908,05:00 - 05:59,4,0
8.4.2024,273908,16:00 - 16:59,4,0
9.4.2024,273908,02:00 - 02:59,4,0
9.4.2024,273908,06:00 - 06:59,4,0
12.4.2024,273908,23:00 - 23:59,4,0
13.4.2024,273908,16:00 - 16:59,4,0
15.4.2024,273908,08:00 - 08:59,4,0
15.4.2024,273908,09:00 - 09:59,4,0
24.3.2024,273908,11:00 - 11:59,3,0
24.3.2024,273908,14:00 - 14:59,3,0
27.3.2024,273908,08:00 - 08:59,3,0
27.3.2024,273908,13:00 - 13:59,3,0
28.3.2024,273908,14:00 - 14:59,3,0
28.3.2024,273908,15:00 - 15:59,3,0
29.3.2024,273908,19:00 - 19:59,3,0
30.3.2024,273908,01:00 - 01:59,3,0
3.4.2024,273908,09:00 - 09:59,3,0
3.4.2024,273908,15:00 - 15:59,3,0
3.4.2024,273908,20:00 - 20:59,3,0
4.4.2024,273908,15:00 - 15:59,3,0
5.4.2024,273908,00:00 - 00:59,3,0
5.4.2024,273908,10:00 - 10:59,3,0
6.4.2024,273908,10:00 - 10:59,3,0
6.4.2024,273908,11:00 - 11:59,3,0
6.4.2024,273908,15:00 - 15:59,3,0
7.4.2024,273908,10:00 - 10:59,3,0
7.4.2024,273908,12:00 - 12:59,3,3
8.4.2024,273908,03:00 - 03:59,3,0
9.4.2024,273908,16:00 - 16:59,3,0
9.4.2024,273908,18:00 - 18:59,3,0
9.4.2024,273908,19:00 - 19:59,3,0
11.4.2024,273908,14:00 - 14:59,3,1
12.4.2024,273908,01:00 - 01:59,3,0
12.4.2024,273908,06:00 - 06:59,3,0
12.4.2024,273908,12:00 - 12:59,3,0
12.4.2024,273908,20:00 - 20:59,3,0
14.4.2024,273908,08:00 - 08:59,3,0
15.4.2024,273908,16:00 - 16:59,3,0
15.4.2024,273908,20:00 - 20:59,3,0
15.4.2024,273908,22:00 - 22:59,3,0
23.3.2024,273908,15:00 - 15:59,2,0
23.3.2024,273908,16:00 - 16:59,2,0
27.3.2024,273908,18:00 - 18:59,2,0
28.3.2024,273908,08:00 - 08:59,2,0
29.3.2024,273908,20:00 - 20:59,2,0
29.3.2024,273908,23:00 - 23:59,2,0
30.3.2024,273908,00:00 - 00:59,2,0
30.3.2024,273908,03:00 - 03:59,2,0
1.4.2024,273908,23:00 - 23:59,2,0
2.4.2024,273908,08:00 - 08:59,2,0
2.4.2024,273908,14:00 - 14:59,2,0
4.4.2024,273908,14:00 - 14:59,2,0
5.4.2024,273908,01:00 - 01:59,2,0
5.4.2024,273908,12:00 - 12:59,2,1
6.4.2024,273908,18:00 - 18:59,2,0
7.4.2024,273908,11:00 - 11:59,2,0
7.4.2024,273908,23:00 - 23:59,2,0
8.4.2024,273908,04:00 - 04:59,2,0
8.4.2024,273908,18:00 - 18:59,2,0
8.4.2024,273908,23:00 - 23:59,2,0
9.4.2024,273908,09:00 - 09:59,2,0
9.4.2024,273908,12:00 - 12:59,2,0
9.4.2024,273908,17:00 - 17:59,2,0
10.4.2024,273908,23:00 - 23:59,2,0
11.4.2024,273908,00:00 - 00:59,2,0
11.4.2024,273908,09:00 - 09:59,2,0
12.4.2024,273908,00:00 - 00:59,2,0
12.4.2024,273908,04:00 - 04:59,2,0
12.4.2024,273908,09:00 - 09:59,2,0
13.4.2024,273908,12:00 - 12:59,2,0
13.4.2024,273908,13:00 - 13:59,2,0
13.4.2024,273908,21:00 - 21:59,2,0
15.4.2024,273908,07:00 - 07:59,2,0
15.4.2024,273908,18:00 - 18:59,2,0
22.3.2024,273908,16:00 - 16:59,1,0
23.3.2024,273908,14:00 - 14:59,1,0
23.3.2024,273908,18:00 - 18:59,1,0
23.3.2024,273908,23:00 - 23:59,1,0
24.3.2024,273908,12:00 - 12:59,1,0
24.3.2024,273908,22:00 - 22:59,1,0
25.3.2024,273908,00:00 - 00:59,1,0
25.3.2024,273908,11:00 - 11:59,1,0
26.3.2024,273908,11:00 - 11:59,1,0
26.3.2024,273908,12:00 - 12:59,1,1
27.3.2024,273908,02:00 - 02:59,1,0
27.3.2024,273908,06:00 - 06:59,1,0
27.3.2024,273908,12:00 - 12:59,1,0
27.3.2024,273908,14:00 - 14:59,1,0
27.3.2024,273908,20:00 - 20:59,1,0
28.3.2024,273908,01:00 - 01:59,1,0
28.3.2024,273908,21:00 - 21:59,1,0
29.3.2024,273908,10:00 - 10:59,1,0
29.3.2024,273908,18:00 - 18:59,1,0
29.3.2024,273908,21:00 - 21:59,1,0
