Day,Hour Of Day,widget_id,Unique visits,Conversions
1.1.2024,13:00 - 13:59,279220,2,0
1.1.2024,15:00 - 15:59,279220,2,0
1.1.2024,17:00 - 17:59,279220,3,0
1.1.2024,19:00 - 19:59,279220,3,0
1.1.2024,20:00 - 20:59,279220,2,0
1.1.2024,22:00 - 22:59,279220,1,0
2.1.2024,12:00 - 12:59,279220,1,0
2.1.2024,20:00 - 20:59,279220,1,0
2.1.2024,21:00 - 21:59,279220,4,0
3.1.2024,10:00 - 10:59,279220,1,0
3.1.2024,15:00 - 15:59,279220,1,0
3.1.2024,16:00 - 16:59,279220,1,0
3.1.2024,17:00 - 17:59,279220,3,0
3.1.2024,18:00 - 18:59,279220,2,0
3.1.2024,19:00 - 19:59,279220,5,0
3.1.2024,20:00 - 20:59,279220,1,0
3.1.2024,22:00 - 22:59,279220,1,0
3.1.2024,23:00 - 23:59,279220,1,0
4.1.2024,10:00 - 10:59,279220,3,0
4.1.2024,11:00 - 11:59,279220,1,0
4.1.2024,15:00 - 15:59,279220,1,0
4.1.2024,16:00 - 16:59,279220,4,0
4.1.2024,17:00 - 17:59,279220,1,0
4.1.2024,18:00 - 18:59,279220,3,0
4.1.2024,19:00 - 19:59,279220,1,0
4.1.2024,20:00 - 20:59,279220,4,0
4.1.2024,21:00 - 21:59,279220,3,0
4.1.2024,22:00 - 22:59,279220,1,0
5.1.2024,09:00 - 09:59,279220,2,0
5.1.2024,10:00 - 10:59,279220,2,0
5.1.2024,11:00 - 11:59,279220,2,0
5.1.2024,12:00 - 12:59,279220,1,0
5.1.2024,13:00 - 13:59,279220,1,0
5.1.2024,14:00 - 14:59,279220,1,0
5.1.2024,15:00 - 15:59,279220,2,0
5.1.2024,16:00 - 16:59,279220,2,0
5.1.2024,17:00 - 17:59,279220,3,0
5.1.2024,18:00 - 18:59,279220,1,0
5.1.2024,19:00 - 19:59,279220,1,0
5.1.2024,20:00 - 20:59,279220,1,0
5.1.2024,21:00 - 21:59,279220,4,0
5.1.2024,22:00 - 22:59,279220,3,0
5.1.2024,23:00 - 23:59,279220,1,0
6.1.2024,10:00 - 10:59,279220,1,0
6.1.2024,11:00 - 11:59,279220,1,0
6.1.2024,12:00 - 12:59,279220,2,0
6.1.2024,14:00 - 14:59,279220,1,0
6.1.2024,15:00 - 15:59,279220,1,0
6.1.2024,18:00 - 18:59,279220,1,0
6.1.2024,19:00 - 19:59,279220,1,0
7.1.2024,11:00 - 11:59,279220,1,0
7.1.2024,12:00 - 12:59,279220,1,0
7.1.2024,17:00 - 17:59,279220,1,1
8.1.2024,10:00 - 10:59,279220,2,0
8.1.2024,11:00 - 11:59,279220,3,0
8.1.2024,13:00 - 13:59,279220,1,0
8.1.2024,14:00 - 14:59,279220,1,0
8.1.2024,15:00 - 15:59,279220,4,0
8.1.2024,16:00 - 16:59,279220,2,0
8.1.2024,17:00 - 17:59,279220,4,0
8.1.2024,18:00 - 18:59,279220,1,0
9.1.2024,08:00 - 08:59,279220,1,0
9.1.2024,09:00 - 09:59,279220,1,0
9.1.2024,10:00 - 10:59,279220,3,0
9.1.2024,11:00 - 11:59,279220,2,0
9.1.2024,18:00 - 18:59,279220,1,0
9.1.2024,19:00 - 19:59,279220,2,0
9.1.2024,20:00 - 20:59,279220,4,0
10.1.2024,10:00 - 10:59,279220,3,0
10.1.2024,13:00 - 13:59,279220,4,0
10.1.2024,14:00 - 14:59,279220,2,0
10.1.2024,15:00 - 15:59,279220,1,0
10.1.2024,16:00 - 16:59,279220,3,0
10.1.2024,17:00 - 17:59,279220,1,0
10.1.2024,19:00 - 19:59,279220,3,0
10.1.2024,20:00 - 20:59,279220,2,0
10.1.2024,21:00 - 21:59,279220,2,0
11.1.2024,10:00 - 10:59,279220,4,0
11.1.2024,12:00 - 12:59,279220,2,0
11.1.2024,13:00 - 13:59,279220,4,0
11.1.2024,14:00 - 14:59,279220,3,0
11.1.2024,15:00 - 15:59,279220,6,0
12.1.2024,10:00 - 10:59,279220,1,0
12.1.2024,14:00 - 14:59,279220,2,0
12.1.2024,16:00 - 16:59,279220,2,0
12.1.2024,22:00 - 22:59,279220,1,0
13.1.2024,11:00 - 11:59,279220,1,0
14.1.2024,09:00 - 09:59,279220,1,0
14.1.2024,17:00 - 17:59,279220,3,0
14.1.2024,21:00 - 21:59,279220,2,0
14.1.2024,22:00 - 22:59,279220,1,0
15.1.2024,12:00 - 12:59,279220,2,0
15.1.2024,15:00 - 15:59,279220,1,0
15.1.2024,16:00 - 16:59,279220,4,0
15.1.2024,20:00 - 20:59,279220,2,0
16.1.2024,11:00 - 11:59,279220,1,0
16.1.2024,13:00 - 13:59,279220,2,0
16.1.2024,16:00 - 16:59,279220,2,0
16.1.2024,17:00 - 17:59,279220,1,0
16.1.2024,18:00 - 18:59,279220,2,0
16.1.2024,21:00 - 21:59,279220,1,0
17.1.2024,09:00 - 09:59,279220,1,0
17.1.2024,10:00 - 10:59,279220,4,0
17.1.2024,11:00 - 11:59,279220,1,0
17.1.2024,12:00 - 12:59,279220,1,0
17.1.2024,13:00 - 13:59,279220,6,0
17.1.2024,14:00 - 14:59,279220,1,0
17.1.2024,15:00 - 15:59,279220,2,0
17.1.2024,16:00 - 16:59,279220,2,0
18.1.2024,10:00 - 10:59,279220,1,0
18.1.2024,11:00 - 11:59,279220,2,0
18.1.2024,12:00 - 12:59,279220,1,0
18.1.2024,14:00 - 14:59,279220,2,0
18.1.2024,19:00 - 19:59,279220,1,0
19.1.2024,11:00 - 11:59,279220,3,0
19.1.2024,12:00 - 12:59,279220,2,0
19.1.2024,13:00 - 13:59,279220,2,0
19.1.2024,14:00 - 14:59,279220,3,0
19.1.2024,15:00 - 15:59,279220,2,0
19.1.2024,16:00 - 16:59,279220,2,0
19.1.2024,17:00 - 17:59,279220,2,0
19.1.2024,18:00 - 18:59,279220,2,0
19.1.2024,19:00 - 19:59,279220,3,0
19.1.2024,20:00 - 20:59,279220,3,0
20.1.2024,09:00 - 09:59,279220,2,0
20.1.2024,10:00 - 10:59,279220,5,0
20.1.2024,11:00 - 11:59,279220,9,0
20.1.2024,12:00 - 12:59,279220,5,0
21.1.2024,09:00 - 09:59,279220,1,0
21.1.2024,10:00 - 10:59,279220,3,0
21.1.2024,11:00 - 11:59,279220,1,0
21.1.2024,12:00 - 12:59,279220,1,0
21.1.2024,13:00 - 13:59,279220,3,0
21.1.2024,14:00 - 14:59,279220,1,0
21.1.2024,15:00 - 15:59,279220,2,0
21.1.2024,16:00 - 16:59,279220,6,0
21.1.2024,17:00 - 17:59,279220,2,0
23.1.2024,14:00 - 14:59,279220,1,0
25.1.2024,11:00 - 11:59,279220,1,0
25.1.2024,12:00 - 12:59,279220,1,0
29.1.2024,10:00 - 10:59,279220,1,0
21.2.2024,13:00 - 13:59,279220,1,0
21.2.2024,20:00 - 20:59,279220,1,0
22.2.2024,14:00 - 14:59,279220,1,0
23.2.2024,09:00 - 09:59,279220,1,0
23.2.2024,15:00 - 15:59,279220,1,0
23.2.2024,16:00 - 16:59,279220,1,0
20.2.2024,09:00 - 09:59,279219,2,0
20.2.2024,11:00 - 11:59,279219,1,0
20.2.2024,12:00 - 12:59,279219,1,0
20.2.2024,13:00 - 13:59,279219,1,0
20.2.2024,14:00 - 14:59,279219,1,0
20.2.2024,19:00 - 19:59,279219,3,0
21.2.2024,08:00 - 08:59,279219,1,0
21.2.2024,09:00 - 09:59,279219,2,0
21.2.2024,10:00 - 10:59,279219,1,1
21.2.2024,11:00 - 11:59,279219,4,0
21.2.2024,12:00 - 12:59,279219,6,0
21.2.2024,13:00 - 13:59,279219,8,0
21.2.2024,20:00 - 20:59,279219,1,0
21.2.2024,21:00 - 21:59,279219,6,1
22.2.2024,10:00 - 10:59,279219,4,0
22.2.2024,11:00 - 11:59,279219,2,0
22.2.2024,12:00 - 12:59,279219,1,0
22.2.2024,13:00 - 13:59,279219,3,0
22.2.2024,14:00 - 14:59,279219,2,0
22.2.2024,16:00 - 16:59,279219,1,0
23.2.2024,09:00 - 09:59,279219,1,0
23.2.2024,11:00 - 11:59,279219,1,0
23.2.2024,16:00 - 16:59,279219,1,0
28.2.2024,08:00 - 08:59,279213,2,0
28.2.2024,09:00 - 09:59,279213,5,0
28.2.2024,10:00 - 10:59,279213,5,0
28.2.2024,11:00 - 11:59,279213,1,0
28.2.2024,14:00 - 14:59,279213,4,0
28.2.2024,08:00 - 08:59,279212,3,0
28.2.2024,09:00 - 09:59,279212,5,0
28.2.2024,10:00 - 10:59,279212,7,0
28.2.2024,11:00 - 11:59,279212,7,1
28.2.2024,12:00 - 12:59,279212,5,0
28.2.2024,13:00 - 13:59,279212,2,0
28.2.2024,14:00 - 14:59,279212,6,0
28.2.2024,22:00 - 22:59,279212,1,0
28.2.2024,23:00 - 23:59,279212,2,0
29.2.2024,04:00 - 04:59,279212,6,0
2.1.2024,19:00 - 19:59,279210,1,0
21.2.2024,13:00 - 13:59,279180,1,0
1.1.2024,14:00 - 14:59,279167,1,0
1.1.2024,15:00 - 15:59,279167,3,0
1.1.2024,16:00 - 16:59,279167,1,0
1.1.2024,18:00 - 18:59,279167,1,0
1.1.2024,19:00 - 19:59,279167,1,0
2.1.2024,17:00 - 17:59,279167,1,0
2.1.2024,19:00 - 19:59,279167,3,0
2.1.2024,20:00 - 20:59,279167,3,0
2.1.2024,21:00 - 21:59,279167,2,0
3.1.2024,07:00 - 07:59,279167,1,0
3.1.2024,14:00 - 14:59,279167,1,0
3.1.2024,16:00 - 16:59,279167,1,0
3.1.2024,17:00 - 17:59,279167,1,0
3.1.2024,18:00 - 18:59,279167,3,0
3.1.2024,19:00 - 19:59,279167,1,0
3.1.2024,20:00 - 20:59,279167,1,0
3.1.2024,21:00 - 21:59,279167,3,0
3.1.2024,22:00 - 22:59,279167,4,0
3.1.2024,23:00 - 23:59,279167,2,0
4.1.2024,19:00 - 19:59,279167,1,0
4.1.2024,21:00 - 21:59,279167,1,0
5.1.2024,11:00 - 11:59,279167,2,0
5.1.2024,22:00 - 22:59,279167,1,0
6.1.2024,11:00 - 11:59,279167,2,0
6.1.2024,13:00 - 13:59,279167,1,0
6.1.2024,14:00 - 14:59,279167,1,0
20.2.2024,09:00 - 09:59,279167,1,0
20.2.2024,10:00 - 10:59,279167,2,0
24.2.2024,09:00 - 09:59,279167,1,0
24.2.2024,15:00 - 15:59,279167,1,0
24.2.2024,18:00 - 18:59,279167,1,0
25.2.2024,14:00 - 14:59,279167,1,0
25.2.2024,17:00 - 17:59,279167,1,0
25.2.2024,18:00 - 18:59,279167,1,0
25.2.2024,20:00 - 20:59,279167,2,0
25.2.2024,21:00 - 21:59,279167,1,0
26.2.2024,09:00 - 09:59,279167,1,0
26.2.2024,10:00 - 10:59,279167,1,0
26.2.2024,15:00 - 15:59,279167,2,0
26.2.2024,20:00 - 20:59,279167,2,0
26.2.2024,21:00 - 21:59,279167,2,0
27.2.2024,11:00 - 11:59,279167,1,0
27.2.2024,17:00 - 17:59,279167,1,0
27.2.2024,19:00 - 19:59,279167,2,0
27.2.2024,20:00 - 20:59,279167,2,0
28.2.2024,13:00 - 13:59,279167,1,0
28.2.2024,21:00 - 21:59,279167,1,0
28.2.2024,23:00 - 23:59,279167,1,0
1.1.2024,12:00 - 12:59,279128,1,0
1.1.2024,23:00 - 23:59,279128,1,0
2.1.2024,13:00 - 13:59,279128,1,0
2.1.2024,19:00 - 19:59,279128,1,0
3.1.2024,14:00 - 14:59,279128,1,0
3.1.2024,17:00 - 17:59,279128,1,0
4.1.2024,11:00 - 11:59,279128,1,0
4.1.2024,13:00 - 13:59,279128,1,0
4.1.2024,15:00 - 15:59,279128,1,0
4.1.2024,19:00 - 19:59,279128,1,0
4.1.2024,20:00 - 20:59,279128,1,0
4.1.2024,21:00 - 21:59,279128,1,0
5.1.2024,17:00 - 17:59,279128,1,0
6.1.2024,13:00 - 13:59,279128,1,0
8.1.2024,13:00 - 13:59,279128,1,0
9.1.2024,09:00 - 09:59,279128,1,0
10.1.2024,18:00 - 18:59,279128,1,0
11.1.2024,10:00 - 10:59,279128,1,0
11.1.2024,16:00 - 16:59,279128,1,0
26.2.2024,22:00 - 22:59,279128,1,0
20.2.2024,09:00 - 09:59,279107,7,0
20.2.2024,11:00 - 11:59,279107,8,0
20.2.2024,12:00 - 12:59,279107,7,0
20.2.2024,13:00 - 13:59,279107,1,0
20.2.2024,18:00 - 18:59,279107,4,0
20.2.2024,19:00 - 19:59,279107,15,0
21.2.2024,08:00 - 08:59,279107,3,0
21.2.2024,09:00 - 09:59,279107,13,0
21.2.2024,10:00 - 10:59,279107,18,0
21.2.2024,11:00 - 11:59,279107,3,0
21.2.2024,20:00 - 20:59,279107,19,0
21.2.2024,21:00 - 21:59,279107,28,0
21.2.2024,22:00 - 22:59,279107,0,1
22.2.2024,11:00 - 11:59,279107,3,0
22.2.2024,12:00 - 12:59,279107,4,0
22.2.2024,13:00 - 13:59,279107,15,0
22.2.2024,14:00 - 14:59,279107,25,0
22.2.2024,15:00 - 15:59,279107,23,0
23.2.2024,09:00 - 09:59,279107,1,0
23.2.2024,10:00 - 10:59,279107,1,0
23.2.2024,11:00 - 11:59,279107,1,0
23.2.2024,12:00 - 12:59,279107,2,0
23.2.2024,13:00 - 13:59,279107,1,0
23.2.2024,14:00 - 14:59,279107,6,0
23.2.2024,15:00 - 15:59,279107,11,0
23.2.2024,16:00 - 16:59,279107,36,0
23.2.2024,17:00 - 17:59,279107,12,0
23.2.2024,20:00 - 20:59,279107,19,0
23.2.2024,21:00 - 21:59,279107,26,1
23.2.2024,22:00 - 22:59,279107,6,0
24.2.2024,10:00 - 10:59,279107,31,0
25.2.2024,09:00 - 09:59,279107,6,0
25.2.2024,10:00 - 10:59,279107,7,0
25.2.2024,12:00 - 12:59,279107,10,0
25.2.2024,13:00 - 13:59,279107,36,0
26.2.2024,08:00 - 08:59,279107,15,0
26.2.2024,09:00 - 09:59,279107,25,1
26.2.2024,10:00 - 10:59,279107,34,0
26.2.2024,11:00 - 11:59,279107,21,0
26.2.2024,12:00 - 12:59,279107,26,1
26.2.2024,13:00 - 13:59,279107,4,0
26.2.2024,15:00 - 15:59,279107,1,0
26.2.2024,18:00 - 18:59,279107,14,0
26.2.2024,19:00 - 19:59,279107,38,0
26.2.2024,20:00 - 20:59,279107,53,0
26.2.2024,21:00 - 21:59,279107,49,0
26.2.2024,22:00 - 22:59,279107,18,0
27.2.2024,08:00 - 08:59,279107,26,0
27.2.2024,09:00 - 09:59,279107,53,3
27.2.2024,10:00 - 10:59,279107,103,0
27.2.2024,11:00 - 11:59,279107,92,0
27.2.2024,12:00 - 12:59,279107,56,0
27.2.2024,13:00 - 13:59,279107,53,0
27.2.2024,14:00 - 14:59,279107,46,0
27.2.2024,15:00 - 15:59,279107,37,0
27.2.2024,16:00 - 16:59,279107,30,0
27.2.2024,17:00 - 17:59,279107,56,0
27.2.2024,18:00 - 18:59,279107,49,0
27.2.2024,19:00 - 19:59,279107,18,0
27.2.2024,20:00 - 20:59,279107,33,0
27.2.2024,21:00 - 21:59,279107,59,0
28.2.2024,08:00 - 08:59,279107,4,0
28.2.2024,09:00 - 09:59,279107,54,0
28.2.2024,10:00 - 10:59,279107,10,0
1.3.2024,08:00 - 08:59,279107,1,0
1.3.2024,09:00 - 09:59,279107,4,0
1.3.2024,10:00 - 10:59,279107,3,0
1.3.2024,11:00 - 11:59,279107,12,0
1.3.2024,12:00 - 12:59,279107,5,0
1.3.2024,13:00 - 13:59,279107,1,0
5.3.2024,06:00 - 06:59,279107,1,0
5.3.2024,20:00 - 20:59,279107,1,0
5.3.2024,21:00 - 21:59,279107,1,0
5.3.2024,22:00 - 22:59,279107,2,1
5.3.2024,23:00 - 23:59,279107,1,0
6.3.2024,20:00 - 20:59,279107,2,0
7.3.2024,00:00 - 00:59,279107,1,0
7.3.2024,04:00 - 04:59,279107,1,0
8.3.2024,19:00 - 19:59,279107,1,0
9.3.2024,14:00 - 14:59,279107,3,0
9.3.2024,15:00 - 15:59,279107,2,0
10.3.2024,20:00 - 20:59,279107,21,0
10.3.2024,21:00 - 21:59,279107,40,0
13.3.2024,09:00 - 09:59,279107,1,0
13.3.2024,10:00 - 10:59,279107,5,0
13.3.2024,11:00 - 11:59,279107,15,0
13.3.2024,12:00 - 12:59,279107,10,0
13.3.2024,13:00 - 13:59,279107,3,0
14.3.2024,09:00 - 09:59,279107,4,0
14.3.2024,10:00 - 10:59,279107,2,0
14.3.2024,11:00 - 11:59,279107,5,0
14.3.2024,12:00 - 12:59,279107,2,0
14.3.2024,14:00 - 14:59,279107,3,0
14.3.2024,15:00 - 15:59,279107,6,0
14.3.2024,16:00 - 16:59,279107,6,0
14.3.2024,17:00 - 17:59,279107,1,0
15.3.2024,11:00 - 11:59,279107,2,0
15.3.2024,12:00 - 12:59,279107,2,0
15.3.2024,13:00 - 13:59,279107,3,0
15.3.2024,14:00 - 14:59,279107,6,0
15.3.2024,15:00 - 15:59,279107,3,0
15.3.2024,16:00 - 16:59,279107,5,0
15.3.2024,17:00 - 17:59,279107,6,0
16.3.2024,09:00 - 09:59,279107,2,0
16.3.2024,10:00 - 10:59,279107,5,0
16.3.2024,12:00 - 12:59,279107,1,0
16.3.2024,13:00 - 13:59,279107,4,0
16.3.2024,14:00 - 14:59,279107,11,0
16.3.2024,15:00 - 15:59,279107,1,0
16.3.2024,16:00 - 16:59,279107,3,0
17.3.2024,09:00 - 09:59,279107,2,0
17.3.2024,10:00 - 10:59,279107,4,0
17.3.2024,11:00 - 11:59,279107,5,0
17.3.2024,12:00 - 12:59,279107,3,0
17.3.2024,13:00 - 13:59,279107,4,0
17.3.2024,14:00 - 14:59,279107,8,0
17.3.2024,15:00 - 15:59,279107,3,0
20.2.2024,09:00 - 09:59,279106,12,0
20.2.2024,10:00 - 10:59,279106,4,0
21.2.2024,08:00 - 08:59,279106,43,1
21.2.2024,09:00 - 09:59,279106,51,0
21.2.2024,10:00 - 10:59,279106,38,0
21.2.2024,11:00 - 11:59,279106,63,0
21.2.2024,12:00 - 12:59,279106,77,0
21.2.2024,13:00 - 13:59,279106,6,0
21.2.2024,20:00 - 20:59,279106,57,0
21.2.2024,21:00 - 21:59,279106,29,0
22.2.2024,07:00 - 07:59,279106,1,0
22.2.2024,11:00 - 11:59,279106,12,0
22.2.2024,12:00 - 12:59,279106,56,1
22.2.2024,13:00 - 13:59,279106,46,0
22.2.2024,14:00 - 14:59,279106,153,1
22.2.2024,15:00 - 15:59,279106,222,1
22.2.2024,16:00 - 16:59,279106,112,0
22.2.2024,17:00 - 17:59,279106,1,0
23.2.2024,09:00 - 09:59,279106,31,0
23.2.2024,10:00 - 10:59,279106,77,1
23.2.2024,11:00 - 11:59,279106,1,0
23.2.2024,14:00 - 14:59,279106,1,0
23.2.2024,15:00 - 15:59,279106,1,0
23.2.2024,16:00 - 16:59,279106,3,0
23.2.2024,17:00 - 17:59,279106,4,0
23.2.2024,18:00 - 18:59,279106,23,1
23.2.2024,19:00 - 19:59,279106,29,0
23.2.2024,20:00 - 20:59,279106,107,0
23.2.2024,21:00 - 21:59,279106,1,0
24.2.2024,09:00 - 09:59,279106,196,0
24.2.2024,10:00 - 10:59,279106,63,0
24.2.2024,11:00 - 11:59,279106,4,1
24.2.2024,12:00 - 12:59,279106,201,0
24.2.2024,13:00 - 13:59,279106,56,1
24.2.2024,14:00 - 14:59,279106,95,1
24.2.2024,15:00 - 15:59,279106,165,0
24.2.2024,16:00 - 16:59,279106,134,3
24.2.2024,17:00 - 17:59,279106,36,0
24.2.2024,18:00 - 18:59,279106,225,0
24.2.2024,19:00 - 19:59,279106,215,0
24.2.2024,20:00 - 20:59,279106,12,0
26.2.2024,08:00 - 08:59,279106,50,0
26.2.2024,09:00 - 09:59,279106,15,0
26.2.2024,10:00 - 10:59,279106,1,0
26.2.2024,11:00 - 11:59,279106,67,0
26.2.2024,12:00 - 12:59,279106,1,0
26.2.2024,13:00 - 13:59,279106,1,1
27.2.2024,08:00 - 08:59,279106,41,0
27.2.2024,09:00 - 09:59,279106,32,1
27.2.2024,11:00 - 11:59,279106,260,0
27.2.2024,12:00 - 12:59,279106,62,0
27.2.2024,19:00 - 19:59,279106,165,0
27.2.2024,20:00 - 20:59,279106,65,1
27.2.2024,21:00 - 21:59,279106,103,0
27.2.2024,22:00 - 22:59,279106,1,0
28.2.2024,08:00 - 08:59,279106,1,0
28.2.2024,11:00 - 11:59,279106,77,0
28.2.2024,12:00 - 12:59,279106,144,0
28.2.2024,13:00 - 13:59,279106,0,1
28.2.2024,14:00 - 14:59,279106,72,0
28.2.2024,15:00 - 15:59,279106,1,1
28.2.2024,20:00 - 20:59,279106,70,0
28.2.2024,21:00 - 21:59,279106,106,0
29.2.2024,09:00 - 09:59,279106,61,0
29.2.2024,10:00 - 10:59,279106,90,0
29.2.2024,11:00 - 11:59,279106,3,0
6.3.2024,09:00 - 09:59,279106,1,0
12.3.2024,18:00 - 18:59,279106,23,0
13.3.2024,08:00 - 08:59,279106,11,0
13.3.2024,09:00 - 09:59,279106,19,0
13.3.2024,10:00 - 10:59,279106,3,0
16.3.2024,12:00 - 12:59,279106,1,0
16.3.2024,13:00 - 13:59,279106,13,0
16.3.2024,14:00 - 14:59,279106,12,0
16.3.2024,15:00 - 15:59,279106,29,0
17.3.2024,09:00 - 09:59,279106,5,0
17.3.2024,10:00 - 10:59,279106,6,0
17.3.2024,11:00 - 11:59,279106,10,0
17.3.2024,12:00 - 12:59,279106,8,0
17.3.2024,13:00 - 13:59,279106,10,0
1.1.2024,12:00 - 12:59,279105,1,0
1.1.2024,13:00 - 13:59,279105,1,0
1.1.2024,14:00 - 14:59,279105,2,0
1.1.2024,16:00 - 16:59,279105,1,0
1.1.2024,18:00 - 18:59,279105,1,0
1.1.2024,19:00 - 19:59,279105,6,0
1.1.2024,20:00 - 20:59,279105,2,0
1.1.2024,21:00 - 21:59,279105,8,0
1.1.2024,22:00 - 22:59,279105,5,0
3.1.2024,11:00 - 11:59,279105,1,0
3.1.2024,13:00 - 13:59,279105,1,0
3.1.2024,15:00 - 15:59,279105,1,0
3.1.2024,16:00 - 16:59,279105,1,0
3.1.2024,19:00 - 19:59,279105,10,0
3.1.2024,22:00 - 22:59,279105,3,0
3.1.2024,23:00 - 23:59,279105,13,0
4.1.2024,13:00 - 13:59,279105,1,0
4.1.2024,15:00 - 15:59,279105,1,0
4.1.2024,16:00 - 16:59,279105,11,0
4.1.2024,17:00 - 17:59,279105,40,0
4.1.2024,18:00 - 18:59,279105,8,0
5.1.2024,16:00 - 16:59,279105,1,0
5.1.2024,20:00 - 20:59,279105,2,1
5.1.2024,21:00 - 21:59,279105,24,1
5.1.2024,22:00 - 22:59,279105,14,0
5.1.2024,23:00 - 23:59,279105,12,0
6.1.2024,09:00 - 09:59,279105,1,0
6.1.2024,11:00 - 11:59,279105,3,0
6.1.2024,13:00 - 13:59,279105,3,0
6.1.2024,18:00 - 18:59,279105,1,0
6.1.2024,19:00 - 19:59,279105,2,0
7.1.2024,10:00 - 10:59,279105,1,0
7.1.2024,11:00 - 11:59,279105,2,0
7.1.2024,12:00 - 12:59,279105,2,0
7.1.2024,19:00 - 19:59,279105,1,0
8.1.2024,14:00 - 14:59,279105,2,0
8.1.2024,19:00 - 19:59,279105,2,0
8.1.2024,20:00 - 20:59,279105,3,0
8.1.2024,21:00 - 21:59,279105,1,0
9.1.2024,09:00 - 09:59,279105,1,0
9.1.2024,18:00 - 18:59,279105,1,0
9.1.2024,19:00 - 19:59,279105,1,0
10.1.2024,16:00 - 16:59,279105,1,0
10.1.2024,19:00 - 19:59,279105,40,0
10.1.2024,20:00 - 20:59,279105,1,0
11.1.2024,15:00 - 15:59,279105,1,0
11.1.2024,16:00 - 16:59,279105,1,0
11.1.2024,19:00 - 19:59,279105,3,0
12.1.2024,17:00 - 17:59,279105,2,0
12.1.2024,18:00 - 18:59,279105,1,0
12.1.2024,19:00 - 19:59,279105,1,0
12.1.2024,21:00 - 21:59,279105,3,0
12.1.2024,22:00 - 22:59,279105,1,0
14.1.2024,13:00 - 13:59,279105,1,0
14.1.2024,20:00 - 20:59,279105,1,0
14.1.2024,21:00 - 21:59,279105,1,0
14.1.2024,22:00 - 22:59,279105,1,0
15.1.2024,13:00 - 13:59,279105,1,0
16.1.2024,09:00 - 09:59,279105,30,0
16.1.2024,10:00 - 10:59,279105,56,1
16.1.2024,11:00 - 11:59,279105,3,0
16.1.2024,20:00 - 20:59,279105,0,1
17.1.2024,09:00 - 09:59,279105,114,0
17.1.2024,10:00 - 10:59,279105,159,1
19.1.2024,09:00 - 09:59,279105,121,1
19.1.2024,10:00 - 10:59,279105,148,1
19.1.2024,11:00 - 11:59,279105,245,0
19.1.2024,12:00 - 12:59,279105,48,0
20.1.2024,08:00 - 08:59,279105,56,0
20.1.2024,09:00 - 09:59,279105,208,0
20.1.2024,10:00 - 10:59,279105,1,0
24.1.2024,10:00 - 10:59,279105,63,0
24.1.2024,11:00 - 11:59,279105,17,0
25.1.2024,10:00 - 10:59,279105,40,0
25.1.2024,11:00 - 11:59,279105,153,1
25.1.2024,12:00 - 12:59,279105,1,0
25.1.2024,13:00 - 13:59,279105,134,0
25.1.2024,14:00 - 14:59,279105,311,2
25.1.2024,15:00 - 15:59,279105,46,1
25.1.2024,16:00 - 16:59,279105,35,0
25.1.2024,17:00 - 17:59,279105,146,0
25.1.2024,18:00 - 18:59,279105,232,2
25.1.2024,19:00 - 19:59,279105,116,0
25.1.2024,20:00 - 20:59,279105,1,0
25.1.2024,21:00 - 21:59,279105,1,0
26.1.2024,13:00 - 13:59,279105,0,1
29.1.2024,09:00 - 09:59,279105,177,0
29.1.2024,10:00 - 10:59,279105,31,1
29.1.2024,11:00 - 11:59,279105,0,1
30.1.2024,09:00 - 09:59,279105,74,0
30.1.2024,10:00 - 10:59,279105,79,0
30.1.2024,16:00 - 16:59,279105,0,1
31.1.2024,09:00 - 09:59,279105,124,0
31.1.2024,10:00 - 10:59,279105,69,1
31.1.2024,11:00 - 11:59,279105,146,2
31.1.2024,12:00 - 12:59,279105,74,1
31.1.2024,13:00 - 13:59,279105,112,0
31.1.2024,14:00 - 14:59,279105,37,1
31.1.2024,15:00 - 15:59,279105,57,0
31.1.2024,16:00 - 16:59,279105,129,1
31.1.2024,17:00 - 17:59,279105,2,0
31.1.2024,18:00 - 18:59,279105,16,0
31.1.2024,19:00 - 19:59,279105,139,0
1.2.2024,08:00 - 08:59,279105,54,0
1.2.2024,09:00 - 09:59,279105,33,0
1.2.2024,10:00 - 10:59,279105,56,0
1.2.2024,11:00 - 11:59,279105,22,1
1.2.2024,12:00 - 12:59,279105,46,5
1.2.2024,13:00 - 13:59,279105,52,0
1.2.2024,14:00 - 14:59,279105,84,0
1.2.2024,15:00 - 15:59,279105,91,0
1.2.2024,16:00 - 16:59,279105,133,0
1.2.2024,17:00 - 17:59,279105,118,0
1.2.2024,18:00 - 18:59,279105,170,0
1.2.2024,19:00 - 19:59,279105,117,1
1.2.2024,20:00 - 20:59,279105,78,0
1.2.2024,21:00 - 21:59,279105,2,0
2.2.2024,09:00 - 09:59,279105,176,0
2.2.2024,10:00 - 10:59,279105,31,0
2.2.2024,11:00 - 11:59,279105,121,1
2.2.2024,12:00 - 12:59,279105,103,3
2.2.2024,13:00 - 13:59,279105,151,0
2.2.2024,14:00 - 14:59,279105,48,0
2.2.2024,15:00 - 15:59,279105,1,0
21.2.2024,11:00 - 11:59,279105,2,0
21.2.2024,12:00 - 12:59,279105,55,0
21.2.2024,13:00 - 13:59,279105,25,0
21.2.2024,15:00 - 15:59,279105,1,0
21.2.2024,20:00 - 20:59,279105,3,0
21.2.2024,21:00 - 21:59,279105,2,0
