Day,Hour Of Day,widget_id,Unique visits,Conversions
13.3.2024,19:00 - 19:59,280855,1,0
14.3.2024,09:00 - 09:59,280855,1,0
14.3.2024,19:00 - 19:59,280854,2,0
14.3.2024,20:00 - 20:59,280854,1,0
12.3.2024,18:00 - 18:59,280793,1,0
13.3.2024,09:00 - 09:59,280793,1,0
13.3.2024,19:00 - 19:59,280793,1,0
14.3.2024,12:00 - 12:59,280793,1,0
14.3.2024,16:00 - 16:59,280793,8,0
14.3.2024,17:00 - 17:59,280793,5,0
14.3.2024,18:00 - 18:59,280793,3,0
12.3.2024,11:00 - 11:59,280792,1,0
14.3.2024,20:00 - 20:59,280792,3,0
14.3.2024,21:00 - 21:59,280792,1,0
14.3.2024,22:00 - 22:59,280792,3,0
14.3.2024,23:00 - 23:59,280792,2,0
15.3.2024,14:00 - 14:59,280792,1,0
15.3.2024,17:00 - 17:59,280792,5,0
15.3.2024,20:00 - 20:59,280792,1,0
15.3.2024,21:00 - 21:59,280792,1,0
16.3.2024,00:00 - 00:59,280792,1,0
16.3.2024,21:00 - 21:59,280792,1,0
17.3.2024,19:00 - 19:59,280792,1,0
17.3.2024,23:00 - 23:59,280792,1,0
13.3.2024,13:00 - 13:59,280727,1,0
13.3.2024,15:00 - 15:59,280727,1,0
13.3.2024,17:00 - 17:59,280727,1,0
13.3.2024,20:00 - 20:59,280727,1,0
15.3.2024,16:00 - 16:59,280727,1,0
15.3.2024,20:00 - 20:59,280727,1,0
16.3.2024,00:00 - 00:59,280727,1,0
13.3.2024,09:00 - 09:59,280726,1,0
13.3.2024,10:00 - 10:59,280726,1,0
13.3.2024,11:00 - 11:59,280726,1,0
13.3.2024,12:00 - 12:59,280726,2,0
13.3.2024,19:00 - 19:59,280726,1,0
14.3.2024,08:00 - 08:59,280726,1,0
14.3.2024,09:00 - 09:59,280726,1,0
14.3.2024,15:00 - 15:59,280726,1,0
14.3.2024,16:00 - 16:59,280726,2,0
14.3.2024,18:00 - 18:59,280726,1,0
15.3.2024,13:00 - 13:59,280726,1,0
15.3.2024,17:00 - 17:59,280726,1,0
15.3.2024,19:00 - 19:59,280726,1,0
13.3.2024,21:00 - 21:59,280725,1,0
14.3.2024,12:00 - 12:59,280725,1,0
14.3.2024,15:00 - 15:59,280725,1,0
14.3.2024,16:00 - 16:59,280725,1,0
15.3.2024,15:00 - 15:59,280725,1,0
16.3.2024,00:00 - 00:59,280725,1,0
16.3.2024,20:00 - 20:59,280725,1,0
13.3.2024,20:00 - 20:59,280724,1,0
15.3.2024,17:00 - 17:59,280724,1,0
5.3.2024,19:00 - 19:59,280685,1,0
6.3.2024,19:00 - 19:59,280685,21,0
14.3.2024,09:00 - 09:59,280685,1,0
16.3.2024,21:00 - 21:59,280685,1,0
17.3.2024,13:00 - 13:59,280685,1,0
17.3.2024,15:00 - 15:59,280685,1,0
7.3.2024,17:00 - 17:59,280684,1,0
11.3.2024,20:00 - 20:59,280684,1,0
16.3.2024,13:00 - 13:59,280684,1,0
16.3.2024,19:00 - 19:59,280684,1,0
1.3.2024,20:00 - 20:59,280676,1,0
1.3.2024,22:00 - 22:59,280676,1,0
14.3.2024,16:00 - 16:59,280676,1,0
15.3.2024,16:00 - 16:59,280676,1,0
11.3.2024,19:00 - 19:59,280675,2,0
13.3.2024,18:00 - 18:59,280675,2,0
14.3.2024,00:00 - 00:59,280675,1,0
14.3.2024,19:00 - 19:59,280675,1,0
14.3.2024,20:00 - 20:59,280675,1,0
14.3.2024,22:00 - 22:59,280675,2,0
14.3.2024,23:00 - 23:59,280675,1,0
15.3.2024,16:00 - 16:59,280675,3,0
4.3.2024,22:00 - 22:59,280672,1,0
5.3.2024,20:00 - 20:59,280672,1,0
5.3.2024,21:00 - 21:59,280672,2,0
6.3.2024,01:00 - 01:59,280672,1,0
6.3.2024,09:00 - 09:59,280672,1,0
6.3.2024,22:00 - 22:59,280672,1,0
14.3.2024,23:00 - 23:59,280672,7,0
10.3.2024,21:00 - 21:59,280665,1,0
11.3.2024,06:00 - 06:59,280665,1,0
13.3.2024,18:00 - 18:59,280665,1,0
13.3.2024,21:00 - 21:59,280665,1,0
14.3.2024,10:00 - 10:59,280665,1,0
14.3.2024,11:00 - 11:59,280665,1,0
14.3.2024,14:00 - 14:59,280665,1,0
14.3.2024,16:00 - 16:59,280665,1,0
14.3.2024,18:00 - 18:59,280665,1,0
14.3.2024,19:00 - 19:59,280665,1,0
14.3.2024,23:00 - 23:59,280665,1,0
16.3.2024,14:00 - 14:59,280665,1,0
16.3.2024,18:00 - 18:59,280665,1,0
16.3.2024,19:00 - 19:59,280665,1,0
17.3.2024,20:00 - 20:59,280665,1,0
13.3.2024,10:00 - 10:59,280664,2,0
13.3.2024,11:00 - 11:59,280664,2,0
13.3.2024,13:00 - 13:59,280664,1,0
13.3.2024,19:00 - 19:59,280664,1,0
13.3.2024,20:00 - 20:59,280664,1,0
13.3.2024,21:00 - 21:59,280664,1,0
14.3.2024,14:00 - 14:59,280664,1,0
14.3.2024,15:00 - 15:59,280664,1,0
14.3.2024,18:00 - 18:59,280664,1,0
15.3.2024,22:00 - 22:59,280664,1,0
16.3.2024,00:00 - 00:59,280664,1,0
16.3.2024,15:00 - 15:59,280664,1,0
16.3.2024,16:00 - 16:59,280664,1,0
16.3.2024,17:00 - 17:59,280664,1,0
17.3.2024,12:00 - 12:59,280664,1,0
17.3.2024,20:00 - 20:59,280664,1,0
3.3.2024,21:00 - 21:59,280663,1,0
4.3.2024,20:00 - 20:59,280663,1,0
4.3.2024,22:00 - 22:59,280663,1,0
4.3.2024,23:00 - 23:59,280663,1,0
5.3.2024,19:00 - 19:59,280663,1,0
6.3.2024,04:00 - 04:59,280663,1,0
6.3.2024,12:00 - 12:59,280663,1,0
6.3.2024,22:00 - 22:59,280663,2,0
8.3.2024,01:00 - 01:59,280663,1,0
9.3.2024,16:00 - 16:59,280663,1,0
9.3.2024,19:00 - 19:59,280663,1,0
13.3.2024,13:00 - 13:59,280663,1,0
13.3.2024,15:00 - 15:59,280663,1,0
13.3.2024,20:00 - 20:59,280663,1,0
14.3.2024,17:00 - 17:59,280663,1,0
14.3.2024,18:00 - 18:59,280663,1,0
14.3.2024,19:00 - 19:59,280663,1,0
14.3.2024,21:00 - 21:59,280663,2,0
14.3.2024,22:00 - 22:59,280663,1,0
15.3.2024,12:00 - 12:59,280663,2,0
15.3.2024,13:00 - 13:59,280663,1,0
16.3.2024,09:00 - 09:59,280663,1,0
17.3.2024,15:00 - 15:59,280663,1,0
5.3.2024,01:00 - 01:59,280662,2,0
5.3.2024,07:00 - 07:59,280662,1,0
5.3.2024,13:00 - 13:59,280662,1,0
5.3.2024,20:00 - 20:59,280662,1,0
6.3.2024,21:00 - 21:59,280662,2,0
6.3.2024,22:00 - 22:59,280662,1,0
9.3.2024,06:00 - 06:59,280662,1,0
13.3.2024,10:00 - 10:59,280662,1,0
13.3.2024,17:00 - 17:59,280662,1,0
13.3.2024,21:00 - 21:59,280662,2,0
14.3.2024,10:00 - 10:59,280662,1,0
14.3.2024,14:00 - 14:59,280662,2,0
14.3.2024,17:00 - 17:59,280662,1,0
14.3.2024,18:00 - 18:59,280662,1,0
14.3.2024,21:00 - 21:59,280662,1,0
14.3.2024,23:00 - 23:59,280662,2,0
15.3.2024,12:00 - 12:59,280662,1,0
15.3.2024,13:00 - 13:59,280662,1,0
15.3.2024,14:00 - 14:59,280662,2,0
15.3.2024,15:00 - 15:59,280662,1,0
15.3.2024,18:00 - 18:59,280662,1,0
15.3.2024,20:00 - 20:59,280662,1,0
15.3.2024,21:00 - 21:59,280662,2,0
16.3.2024,13:00 - 13:59,280662,1,0
16.3.2024,14:00 - 14:59,280662,2,0
16.3.2024,22:00 - 22:59,280662,1,0
17.3.2024,13:00 - 13:59,280662,1,0
17.3.2024,14:00 - 14:59,280662,1,0
1.3.2024,14:00 - 14:59,280652,1,0
1.3.2024,20:00 - 20:59,280652,2,0
1.3.2024,23:00 - 23:59,280652,1,0
2.3.2024,10:00 - 10:59,280652,1,0
2.3.2024,11:00 - 11:59,280652,1,0
4.3.2024,20:00 - 20:59,280652,1,0
5.3.2024,17:00 - 17:59,280652,1,0
6.3.2024,18:00 - 18:59,280652,1,0
7.3.2024,02:00 - 02:59,280652,1,0
7.3.2024,18:00 - 18:59,280652,1,0
8.3.2024,02:00 - 02:59,280652,1,0
12.3.2024,08:00 - 08:59,280652,1,0
1.3.2024,18:00 - 18:59,280651,1,0
1.3.2024,21:00 - 21:59,280651,2,0
1.3.2024,22:00 - 22:59,280651,1,0
1.3.2024,23:00 - 23:59,280651,1,0
4.3.2024,19:00 - 19:59,280651,1,0
5.3.2024,20:00 - 20:59,280651,1,0
5.3.2024,22:00 - 22:59,280651,1,0
5.3.2024,23:00 - 23:59,280651,1,0
6.3.2024,23:00 - 23:59,280651,1,0
11.3.2024,19:00 - 19:59,280651,2,0
1.3.2024,23:00 - 23:59,280650,1,0
2.3.2024,12:00 - 12:59,280650,1,0
7.3.2024,01:00 - 01:59,280650,1,0
8.3.2024,05:00 - 05:59,280650,1,0
8.3.2024,08:00 - 08:59,280650,1,0
9.3.2024,17:00 - 17:59,280650,1,0
11.3.2024,19:00 - 19:59,280650,1,0
1.3.2024,11:00 - 11:59,280649,1,0
1.3.2024,15:00 - 15:59,280649,1,0
1.3.2024,16:00 - 16:59,280649,1,0
1.3.2024,17:00 - 17:59,280649,1,0
1.3.2024,18:00 - 18:59,280649,1,0
1.3.2024,19:00 - 19:59,280649,1,0
1.3.2024,20:00 - 20:59,280649,1,0
1.3.2024,21:00 - 21:59,280649,1,0
1.3.2024,22:00 - 22:59,280649,3,0
2.3.2024,10:00 - 10:59,280649,1,0
2.3.2024,11:00 - 11:59,280649,1,0
5.3.2024,05:00 - 05:59,280649,1,0
5.3.2024,11:00 - 11:59,280649,1,0
5.3.2024,13:00 - 13:59,280649,1,0
5.3.2024,19:00 - 19:59,280649,1,0
5.3.2024,22:00 - 22:59,280649,1,0
6.3.2024,00:00 - 00:59,280649,1,0
6.3.2024,22:00 - 22:59,280649,2,0
7.3.2024,21:00 - 21:59,280649,1,0
12.3.2024,08:00 - 08:59,280649,1,0
1.3.2024,09:00 - 09:59,280648,1,0
1.3.2024,11:00 - 11:59,280648,1,0
1.3.2024,18:00 - 18:59,280648,1,0
1.3.2024,20:00 - 20:59,280648,1,0
1.3.2024,23:00 - 23:59,280648,1,0
4.3.2024,19:00 - 19:59,280648,1,0
5.3.2024,06:00 - 06:59,280648,1,0
5.3.2024,23:00 - 23:59,280648,2,0
6.3.2024,00:00 - 00:59,280648,1,0
7.3.2024,20:00 - 20:59,280648,1,0
7.3.2024,22:00 - 22:59,280648,1,0
9.3.2024,05:00 - 05:59,280648,1,0
9.3.2024,16:00 - 16:59,280648,1,0
10.3.2024,21:00 - 21:59,280648,2,0
5.3.2024,20:00 - 20:59,280647,1,0
7.3.2024,14:00 - 14:59,280647,1,0
8.3.2024,03:00 - 03:59,280647,1,0
1.3.2024,21:00 - 21:59,280646,1,0
5.3.2024,23:00 - 23:59,280646,1,0
7.3.2024,20:00 - 20:59,280646,1,0
7.3.2024,21:00 - 21:59,280646,1,0
6.3.2024,23:00 - 23:59,280645,1,0
7.3.2024,23:00 - 23:59,280645,2,0
6.3.2024,23:00 - 23:59,280644,1,0
8.3.2024,22:00 - 22:59,280644,1,0
4.3.2024,18:00 - 18:59,280642,1,0
4.3.2024,19:00 - 19:59,280642,1,0
7.3.2024,02:00 - 02:59,280642,1,0
8.3.2024,06:00 - 06:59,280642,1,0
11.3.2024,20:00 - 20:59,280642,1,0
5.3.2024,23:00 - 23:59,280641,1,0
5.3.2024,18:00 - 18:59,280640,1,0
5.3.2024,23:00 - 23:59,280640,1,0
6.3.2024,23:00 - 23:59,280640,1,0
7.3.2024,20:00 - 20:59,280640,1,0
7.3.2024,21:00 - 21:59,280640,1,0
7.3.2024,23:00 - 23:59,280640,1,0
4.3.2024,13:00 - 13:59,280637,1,0
4.3.2024,14:00 - 14:59,280637,1,0
4.3.2024,15:00 - 15:59,280637,1,0
4.3.2024,16:00 - 16:59,280637,2,0
4.3.2024,18:00 - 18:59,280637,5,0
4.3.2024,19:00 - 19:59,280637,3,0
4.3.2024,21:00 - 21:59,280637,1,0
4.3.2024,22:00 - 22:59,280637,3,0
4.3.2024,23:00 - 23:59,280637,3,0
9.3.2024,09:00 - 09:59,280637,2,0
9.3.2024,10:00 - 10:59,280637,1,0
9.3.2024,12:00 - 12:59,280637,1,0
9.3.2024,13:00 - 13:59,280637,1,0
9.3.2024,20:00 - 20:59,280637,1,0
10.3.2024,21:00 - 21:59,280637,1,0
11.3.2024,06:00 - 06:59,280637,1,0
11.3.2024,18:00 - 18:59,280637,1,0
11.3.2024,20:00 - 20:59,280637,2,0
12.3.2024,09:00 - 09:59,280637,1,0
12.3.2024,10:00 - 10:59,280637,2,0
12.3.2024,12:00 - 12:59,280637,1,0
12.3.2024,18:00 - 18:59,280637,2,0
13.3.2024,08:00 - 08:59,280637,1,0
13.3.2024,09:00 - 09:59,280637,4,0
13.3.2024,10:00 - 10:59,280637,2,0
13.3.2024,11:00 - 11:59,280637,3,0
13.3.2024,13:00 - 13:59,280637,1,0
13.3.2024,14:00 - 14:59,280637,1,0
14.3.2024,21:00 - 21:59,280580,2,0
14.3.2024,22:00 - 22:59,280580,1,0
15.3.2024,22:00 - 22:59,280580,1,0
16.3.2024,17:00 - 17:59,280580,1,0
16.3.2024,22:00 - 22:59,280580,3,0
1.3.2024,17:00 - 17:59,280486,2,0
1.3.2024,18:00 - 18:59,280486,4,0
1.3.2024,19:00 - 19:59,280486,2,0
1.3.2024,20:00 - 20:59,280486,4,0
1.3.2024,21:00 - 21:59,280486,6,0
1.3.2024,22:00 - 22:59,280486,9,0
2.3.2024,08:00 - 08:59,280486,1,0
2.3.2024,09:00 - 09:59,280486,3,0
2.3.2024,10:00 - 10:59,280486,2,0
4.3.2024,17:00 - 17:59,280486,1,0
4.3.2024,18:00 - 18:59,280486,3,0
4.3.2024,19:00 - 19:59,280486,2,1
4.3.2024,20:00 - 20:59,280486,1,0
4.3.2024,21:00 - 21:59,280486,2,0
4.3.2024,22:00 - 22:59,280486,1,0
5.3.2024,00:00 - 00:59,280486,2,0
5.3.2024,07:00 - 07:59,280486,1,0
5.3.2024,19:00 - 19:59,280486,1,0
5.3.2024,20:00 - 20:59,280486,1,0
5.3.2024,21:00 - 21:59,280486,1,0
6.3.2024,02:00 - 02:59,280486,1,0
6.3.2024,21:00 - 21:59,280486,2,0
6.3.2024,22:00 - 22:59,280486,1,0
8.3.2024,19:00 - 19:59,280486,1,0
9.3.2024,01:00 - 01:59,280486,1,0
9.3.2024,15:00 - 15:59,280486,1,0
9.3.2024,17:00 - 17:59,280486,1,0
10.3.2024,21:00 - 21:59,280486,4,0
11.3.2024,06:00 - 06:59,280486,1,0
11.3.2024,18:00 - 18:59,280486,2,0
11.3.2024,19:00 - 19:59,280486,1,0
11.3.2024,20:00 - 20:59,280486,2,0
12.3.2024,09:00 - 09:59,280486,1,0
13.3.2024,11:00 - 11:59,280486,2,0
13.3.2024,13:00 - 13:59,280486,1,0
13.3.2024,14:00 - 14:59,280486,1,0
13.3.2024,15:00 - 15:59,280486,1,0
13.3.2024,16:00 - 16:59,280486,1,0
13.3.2024,18:00 - 18:59,280486,2,0
13.3.2024,19:00 - 19:59,280486,4,0
13.3.2024,20:00 - 20:59,280486,1,0
15.3.2024,12:00 - 12:59,280486,1,0
15.3.2024,14:00 - 14:59,280486,1,0
15.3.2024,15:00 - 15:59,280486,1,0
15.3.2024,16:00 - 16:59,280486,1,0
15.3.2024,17:00 - 17:59,280486,3,1
15.3.2024,18:00 - 18:59,280486,2,0
15.3.2024,19:00 - 19:59,280486,2,0
15.3.2024,20:00 - 20:59,280486,1,0
15.3.2024,21:00 - 21:59,280486,4,0
15.3.2024,22:00 - 22:59,280486,1,0
16.3.2024,13:00 - 13:59,280486,1,0
16.3.2024,14:00 - 14:59,280486,1,0
16.3.2024,15:00 - 15:59,280486,1,0
16.3.2024,19:00 - 19:59,280486,1,0
16.3.2024,20:00 - 20:59,280486,1,0
16.3.2024,21:00 - 21:59,280486,3,0
16.3.2024,22:00 - 22:59,280486,2,0
17.3.2024,16:00 - 16:59,280486,2,0
17.3.2024,18:00 - 18:59,280486,1,0
17.3.2024,20:00 - 20:59,280486,3,0
17.3.2024,22:00 - 22:59,280486,1,0
17.3.2024,23:00 - 23:59,280486,1,0
1.3.2024,14:00 - 14:59,280485,1,0
1.3.2024,20:00 - 20:59,280485,1,0
1.3.2024,21:00 - 21:59,280485,1,0
9.3.2024,15:00 - 15:59,280485,1,0
10.3.2024,21:00 - 21:59,280485,1,0
11.3.2024,20:00 - 20:59,280485,1,0
12.3.2024,04:00 - 04:59,280485,1,0
12.3.2024,09:00 - 09:59,280485,1,0
12.3.2024,11:00 - 11:59,280485,2,0
12.3.2024,19:00 - 19:59,280485,1,0
13.3.2024,09:00 - 09:59,280485,1,0
14.3.2024,16:00 - 16:59,280485,1,0
14.3.2024,20:00 - 20:59,280485,1,0
15.3.2024,11:00 - 11:59,280485,1,0
15.3.2024,19:00 - 19:59,280485,1,0
16.3.2024,13:00 - 13:59,280485,1,0
16.3.2024,17:00 - 17:59,280485,1,0
16.3.2024,19:00 - 19:59,280485,1,0
16.3.2024,20:00 - 20:59,280485,1,0
17.3.2024,10:00 - 10:59,280485,2,0
17.3.2024,11:00 - 11:59,280485,2,0
17.3.2024,14:00 - 14:59,280485,1,0
17.3.2024,15:00 - 15:59,280485,1,0
17.3.2024,19:00 - 19:59,280485,2,0
17.3.2024,20:00 - 20:59,280485,2,0
1.3.2024,09:00 - 09:59,280484,1,0
1.3.2024,11:00 - 11:59,280484,1,0
1.3.2024,13:00 - 13:59,280484,3,0
1.3.2024,14:00 - 14:59,280484,1,0
1.3.2024,17:00 - 17:59,280484,1,0
1.3.2024,19:00 - 19:59,280484,2,0
1.3.2024,20:00 - 20:59,280484,1,0
1.3.2024,21:00 - 21:59,280484,2,0
1.3.2024,23:00 - 23:59,280484,1,0
2.3.2024,09:00 - 09:59,280484,1,0
2.3.2024,13:00 - 13:59,280484,1,0
3.3.2024,20:00 - 20:59,280484,1,0
4.3.2024,11:00 - 11:59,280484,1,0
4.3.2024,16:00 - 16:59,280484,1,0
4.3.2024,19:00 - 19:59,280484,1,0
5.3.2024,00:00 - 00:59,280484,1,0
5.3.2024,12:00 - 12:59,280484,1,0
5.3.2024,19:00 - 19:59,280484,1,0
6.3.2024,14:00 - 14:59,280484,1,0
6.3.2024,17:00 - 17:59,280484,1,0
6.3.2024,18:00 - 18:59,280484,2,0
6.3.2024,19:00 - 19:59,280484,1,0
6.3.2024,21:00 - 21:59,280484,1,0
6.3.2024,22:00 - 22:59,280484,2,0
7.3.2024,05:00 - 05:59,280484,1,0
7.3.2024,13:00 - 13:59,280484,1,0
7.3.2024,21:00 - 21:59,280484,1,0
7.3.2024,23:00 - 23:59,280484,2,0
8.3.2024,00:00 - 00:59,280484,1,0
8.3.2024,04:00 - 04:59,280484,2,0
8.3.2024,07:00 - 07:59,280484,1,0
8.3.2024,12:00 - 12:59,280484,1,0
8.3.2024,16:00 - 16:59,280484,1,0
8.3.2024,17:00 - 17:59,280484,1,0
8.3.2024,19:00 - 19:59,280484,2,0
8.3.2024,22:00 - 22:59,280484,1,0
9.3.2024,10:00 - 10:59,280484,1,0
9.3.2024,15:00 - 15:59,280484,1,0
9.3.2024,16:00 - 16:59,280484,2,0
9.3.2024,18:00 - 18:59,280484,1,0
9.3.2024,20:00 - 20:59,280484,1,0
10.3.2024,20:00 - 20:59,280484,1,0
10.3.2024,21:00 - 21:59,280484,1,0
11.3.2024,17:00 - 17:59,280484,2,0
11.3.2024,18:00 - 18:59,280484,1,0
11.3.2024,19:00 - 19:59,280484,1,0
12.3.2024,09:00 - 09:59,280484,1,0
12.3.2024,11:00 - 11:59,280484,1,0
12.3.2024,18:00 - 18:59,280484,2,0
13.3.2024,08:00 - 08:59,280484,1,0
13.3.2024,10:00 - 10:59,280484,2,0
13.3.2024,11:00 - 11:59,280484,4,0
13.3.2024,13:00 - 13:59,280484,2,0
13.3.2024,15:00 - 15:59,280484,1,0
14.3.2024,13:00 - 13:59,280484,0,1
26.2.2024,13:00 - 13:59,280429,1,0
26.2.2024,15:00 - 15:59,280429,3,0
26.2.2024,16:00 - 16:59,280429,2,0
26.2.2024,18:00 - 18:59,280429,4,0
26.2.2024,19:00 - 19:59,280429,3,0
26.2.2024,20:00 - 20:59,280429,5,0
26.2.2024,21:00 - 21:59,280429,3,0
26.2.2024,22:00 - 22:59,280429,2,0
27.2.2024,08:00 - 08:59,280429,3,0
27.2.2024,09:00 - 09:59,280429,1,0
27.2.2024,10:00 - 10:59,280429,4,0
27.2.2024,11:00 - 11:59,280429,5,0
27.2.2024,12:00 - 12:59,280429,7,0
27.2.2024,13:00 - 13:59,280429,2,0
27.2.2024,14:00 - 14:59,280429,4,0
27.2.2024,15:00 - 15:59,280429,7,0
28.2.2024,09:00 - 09:59,280429,5,0
28.2.2024,10:00 - 10:59,280429,6,0
28.2.2024,11:00 - 11:59,280429,4,0
28.2.2024,12:00 - 12:59,280429,3,0
28.2.2024,13:00 - 13:59,280429,1,0
1.3.2024,11:00 - 11:59,280429,3,0
1.3.2024,12:00 - 12:59,280429,13,0
1.3.2024,13:00 - 13:59,280429,10,0
8.3.2024,15:00 - 15:59,280429,1,0
9.3.2024,14:00 - 14:59,280429,5,0
9.3.2024,15:00 - 15:59,280429,6,0
9.3.2024,16:00 - 16:59,280429,4,0
9.3.2024,17:00 - 17:59,280429,3,0
10.3.2024,20:00 - 20:59,280429,5,0
10.3.2024,21:00 - 21:59,280429,9,0
11.3.2024,06:00 - 06:59,280429,5,0
11.3.2024,08:00 - 08:59,280429,2,0
11.3.2024,12:00 - 12:59,280429,0,1
11.3.2024,18:00 - 18:59,280429,1,0
11.3.2024,19:00 - 19:59,280429,1,0
11.3.2024,20:00 - 20:59,280429,4,0
12.3.2024,08:00 - 08:59,280429,4,0
12.3.2024,09:00 - 09:59,280429,7,0
12.3.2024,10:00 - 10:59,280429,3,0
12.3.2024,21:00 - 21:59,280429,1,0
13.3.2024,09:00 - 09:59,280429,4,0
13.3.2024,10:00 - 10:59,280429,5,0
13.3.2024,11:00 - 11:59,280429,5,0
13.3.2024,12:00 - 12:59,280429,1,0
13.3.2024,13:00 - 13:59,280429,1,0
13.3.2024,14:00 - 14:59,280429,1,0
14.3.2024,09:00 - 09:59,280429,5,0
14.3.2024,10:00 - 10:59,280429,3,0
14.3.2024,11:00 - 11:59,280429,7,0
14.3.2024,12:00 - 12:59,280429,6,0
14.3.2024,13:00 - 13:59,280429,1,0
15.3.2024,11:00 - 11:59,280429,3,0
15.3.2024,12:00 - 12:59,280429,8,0
15.3.2024,13:00 - 13:59,280429,9,0
15.3.2024,14:00 - 14:59,280429,6,0
16.3.2024,10:00 - 10:59,280429,2,0
16.3.2024,12:00 - 12:59,280429,1,0
16.3.2024,13:00 - 13:59,280429,3,0
16.3.2024,14:00 - 14:59,280429,7,0
16.3.2024,15:00 - 15:59,280429,5,1
16.3.2024,18:00 - 18:59,280429,2,0
16.3.2024,19:00 - 19:59,280429,5,0
16.3.2024,20:00 - 20:59,280429,2,0
16.3.2024,21:00 - 21:59,280429,3,0
16.3.2024,22:00 - 22:59,280429,9,0
17.3.2024,09:00 - 09:59,280429,1,1
17.3.2024,10:00 - 10:59,280429,2,0
17.3.2024,11:00 - 11:59,280429,6,0
17.3.2024,12:00 - 12:59,280429,3,0
17.3.2024,13:00 - 13:59,280429,6,0
17.3.2024,14:00 - 14:59,280429,6,0
17.3.2024,15:00 - 15:59,280429,2,0
17.3.2024,18:00 - 18:59,280429,1,0
17.3.2024,19:00 - 19:59,280429,4,0
17.3.2024,20:00 - 20:59,280429,4,0
17.3.2024,23:00 - 23:59,280429,2,0
28.2.2024,12:00 - 12:59,280401,1,0
28.2.2024,13:00 - 13:59,280401,1,0
28.2.2024,14:00 - 14:59,280401,1,0
28.2.2024,21:00 - 21:59,280401,1,0
29.2.2024,04:00 - 04:59,280401,1,0
1.3.2024,11:00 - 11:59,280401,1,0
1.3.2024,12:00 - 12:59,280401,1,0
1.3.2024,13:00 - 13:59,280401,1,0
1.3.2024,17:00 - 17:59,280401,1,0
1.3.2024,21:00 - 21:59,280401,1,0
1.3.2024,22:00 - 22:59,280401,2,0
2.3.2024,09:00 - 09:59,280401,1,0
2.3.2024,11:00 - 11:59,280401,1,0
2.3.2024,12:00 - 12:59,280401,1,0
2.3.2024,13:00 - 13:59,280401,2,0
4.3.2024,18:00 - 18:59,280401,1,0
4.3.2024,21:00 - 21:59,280401,1,0
5.3.2024,21:00 - 21:59,280401,1,0
6.3.2024,00:00 - 00:59,280401,1,0
6.3.2024,06:00 - 06:59,280401,1,0
6.3.2024,18:00 - 18:59,280401,1,0
6.3.2024,19:00 - 19:59,280401,1,0
7.3.2024,22:00 - 22:59,280401,2,0
8.3.2024,00:00 - 00:59,280401,1,0
8.3.2024,04:00 - 04:59,280401,1,0
9.3.2024,02:00 - 02:59,280401,1,0
9.3.2024,17:00 - 17:59,280401,1,0
9.3.2024,19:00 - 19:59,280401,1,0
10.3.2024,21:00 - 21:59,280401,2,0
11.3.2024,20:00 - 20:59,280401,3,0
1.3.2024,11:00 - 11:59,280395,2,0
1.3.2024,19:00 - 19:59,280395,1,0
1.3.2024,22:00 - 22:59,280395,1,0
2.3.2024,09:00 - 09:59,280395,1,0
2.3.2024,10:00 - 10:59,280395,1,0
2.3.2024,12:00 - 12:59,280395,1,0
2.3.2024,13:00 - 13:59,280395,1,0
5.3.2024,07:00 - 07:59,280395,2,0
5.3.2024,20:00 - 20:59,280395,2,0
5.3.2024,21:00 - 21:59,280395,1,0
6.3.2024,00:00 - 00:59,280395,1,0
6.3.2024,22:00 - 22:59,280395,2,0
7.3.2024,06:00 - 06:59,280395,1,0
8.3.2024,22:00 - 22:59,280395,1,0
11.3.2024,06:00 - 06:59,280395,2,0
5.3.2024,18:00 - 18:59,280392,1,0
8.3.2024,06:00 - 06:59,280392,1,0
9.3.2024,18:00 - 18:59,280392,1,0
28.2.2024,21:00 - 21:59,280380,1,0
1.3.2024,09:00 - 09:59,280380,3,0
1.3.2024,13:00 - 13:59,280380,2,0
1.3.2024,14:00 - 14:59,280380,3,0
1.3.2024,15:00 - 15:59,280380,1,0
1.3.2024,17:00 - 17:59,280380,1,0
1.3.2024,18:00 - 18:59,280380,3,0
1.3.2024,19:00 - 19:59,280380,6,0
2.3.2024,09:00 - 09:59,280380,1,0
4.3.2024,18:00 - 18:59,280380,1,0
4.3.2024,20:00 - 20:59,280380,1,0
6.3.2024,06:00 - 06:59,280380,1,0
6.3.2024,18:00 - 18:59,280380,3,0
6.3.2024,22:00 - 22:59,280380,1,0
7.3.2024,03:00 - 03:59,280380,1,0
7.3.2024,05:00 - 05:59,280380,1,0
7.3.2024,06:00 - 06:59,280380,1,0
7.3.2024,07:00 - 07:59,280380,1,0
7.3.2024,08:00 - 08:59,280380,1,0
7.3.2024,11:00 - 11:59,280380,1,0
7.3.2024,13:00 - 13:59,280380,1,0
7.3.2024,14:00 - 14:59,280380,1,0
7.3.2024,16:00 - 16:59,280380,3,0
7.3.2024,18:00 - 18:59,280380,1,0
7.3.2024,19:00 - 19:59,280380,1,0
7.3.2024,20:00 - 20:59,280380,2,0
7.3.2024,21:00 - 21:59,280380,3,0
7.3.2024,22:00 - 22:59,280380,4,0
9.3.2024,19:00 - 19:59,280380,1,0
10.3.2024,21:00 - 21:59,280380,4,0
11.3.2024,18:00 - 18:59,280380,1,0
